time,accel_x,accel_y,accel_z
38.46,2.12424,-0.032681,-9.052532
38.48,2.09156,1.013099,-10.294396
38.5,2.026198,0.686293,-9.902228
38.52,1.993518,-0.196084,-9.019851
38.54,1.895476,0.228764,-9.542741
38.56,2.058879,0.686293,-10.359757
38.58,1.862795,-0.359487,-9.379338
38.6,1.862795,-0.228764,-8.889129
38.62,2.058879,0.52289,-9.934908
38.64,2.09156,0.130722,-10.163673
38.66,1.928157,-0.326806,-8.823767
38.68,2.026198,0.326806,-9.47738
38.7,2.222282,0.555571,-10.588521
38.72,2.189601,-0.261445,-9.51006
38.74,1.895476,-0.196084,-9.706144
38.76,1.993518,0.228764,-10.392437
38.78,1.830115,0.490209,-9.117893
38.8,1.862795,-0.424848,-8.823768
38.82,1.797434,0.228764,-9.771505
38.84,1.960837,0.163403,-10.55584
38.86,2.12424,-0.555571,-8.98717
38.88,1.895476,-0.424848,-9.215935
38.9,2.058879,0.392167,-11.274814
38.92,2.026198,-0.098042,-9.706144
38.94,1.960837,-0.261445,-8.202836
38.96,1.895476,-0.032681,-9.771505
38.98,1.862795,0.065361,-10.425117
39,1.797434,-0.326806,-9.313976
39.02,2.026198,-0.294126,-9.51006
39.04,1.993518,0.620932,-10.621201
39.06,2.058879,-0.424848,-9.673464
39.08,1.928157,-0.620932,-9.117893
39.1,1.830115,0.065361,-10.130992
39.12,1.960837,-0.588251,-9.47738
39.14,1.830115,-0.980419,-8.758407
39.16,1.960837,-0.163403,-10.196354
39.18,2.12424,0.294126,-10.065631
39.2,1.764754,-0.849696,-9.379338
39.22,1.797434,-0.392167,-9.51006
39.24,1.928157,0.620932,-10.52316
39.26,1.60135,-0.359487,-9.575421
39.28,1.732073,-0.392167,-8.464281
39.3,1.797434,0.424848,-9.706144
39.32,1.764754,-0.359487,-11.111411
39.34,1.764754,-0.490209,-11.176772
39.36,1.764754,-0.980419,-11.961107
39.38,1.503308,0,-9.183254
39.4,1.470628,-0.065361,-7.124375
39.42,1.797434,-0.326806,-8.627684
39.44,2.058879,0.457529,-10.686562
39.46,1.60135,-0.261445,-9.608103
39.48,1.862795,-0.294126,-9.313976
39.5,1.797434,0.424848,-10.03295
39.52,1.764754,0.196084,-9.934909
39.54,1.699392,-0.52289,-8.758407
39.56,1.895476,-0.294126,-9.934909
39.58,1.732073,-0.457529,-10.784605
39.6,1.895476,-0.686293,-9.444699
39.62,1.797434,-0.653612,-8.95449
39.64,1.470628,0.490209,-10.915327
39.66,1.241864,-0.130722,-9.575421
39.68,1.535989,-0.620932,-8.95449
39.7,1.732073,0.130722,-11.340175
39.72,1.797434,0,-9.804186
39.74,1.666712,-0.52289,-8.889129
39.76,1.699392,-0.163403,-10.457798
39.78,1.862795,0,-10.098312
39.8,1.699392,-0.457529,-9.313977
39.82,1.862795,-0.457529,-9.4447
39.84,1.666712,0.261445,-10.294395
39.86,1.797434,0.130722,-9.608102
39.88,1.56867,-0.163403,-8.46428
39.9,1.666712,0.032681,-10.294395
39.92,1.732073,-0.163403,-10.359757
39.94,1.732073,-0.294126,-8.4316
39.96,1.56867,-0.065361,-10.196353
39.98,1.732073,0.065361,-10.392437
40,1.60135,-0.751654,-8.595003
40.02,1.634031,-0.392167,-10.000269
40.04,1.993518,0.490209,-11.013369
40.06,1.764753,-0.555571,-9.640783
40.08,1.535989,-1.07846,-9.117893
40.1,1.699392,0.032681,-10.490479
40.12,1.56867,0.098042,-9.967589
40.14,1.830115,0.196084,-8.4316
40.16,1.732073,-0.457529,-10.163673
40.18,1.764753,0.261445,-10.751924
40.2,1.470628,0.098042,-8.889129
40.22,1.470628,0.065361,-9.412018
40.24,1.503309,0.457529,-10.784604
40.26,1.241864,-0.196084,-9.248616
40.28,1.405267,-0.424848,-8.595003
40.3,1.535989,0.130722,-10.784604
40.32,1.437947,-0.163403,-10.457798
40.34,1.209183,-0.751654,-8.693045
40.36,1.307225,-0.032681,-10.163673
40.38,1.732073,0.294126,-10.817285
40.4,1.437947,-0.294126,-8.235516
40.42,1.339905,-0.457529,-9.510061
40.44,1.535989,0.52289,-10.784604
40.46,1.372586,-0.098042,-9.738825
40.48,1.470628,-0.588251,-8.92181
40.5,1.634031,-0.098042,-10.130992
40.52,1.60135,0.294126,-10.882647
40.54,1.339905,-0.294126,-8.92181
40.56,1.209183,-0.163403,-8.889129
40.58,1.56867,-0.032681,-11.242134
40.6,1.830115,-0.196084,-9.412018
40.62,1.732073,-0.294126,-8.072113
40.64,2.12424,0.065361,-10.523159
40.66,1.732073,-0.032681,-10.523159
40.68,1.143822,0.032681,-8.137474
40.7,1.013099,-0.653612,-9.183254
40.72,1.405267,0.392167,-10.686563
40.74,1.307225,0,-9.47738
40.76,1.830115,0.196084,-9.673464
40.78,1.634031,-1.56867,-11.503578
40.8,1.56867,-0.52289,-11.340175
40.82,0.849696,-0.228764,-7.843349
40.84,1.535989,0.032681,-8.595003
40.86,1.339905,0.228764,-11.111411
40.88,1.307225,-0.52289,-9.934908
40.9,1.437947,-0.228764,-8.529642
40.92,1.60135,0.098042,-9.804186
40.94,1.634031,0.294126,-10.948008
40.96,1.111141,-0.653612,-8.823768
40.98,0.980419,-0.947738,-8.693045
41,1.339905,0.130722,-10.882647
41.02,1.503309,-0.261445,-10.327076
41.04,1.241864,-0.686293,-9.085213
41.06,1.405267,-0.457529,-9.51006
41.08,1.666712,0.130722,-10.915327
41.1,1.503309,-0.490209,-10.163673
41.12,1.307225,-0.294126,-7.974071
41.14,1.666712,-0.228764,-9.412019
41.16,1.339905,0.392167,-11.961107
41.18,1.535989,-0.261445,-8.95449
41.2,1.437947,-0.261445,-7.777988
41.22,1.56867,-0.326806,-10.490479
41.24,1.830115,-0.392167,-11.242133
41.26,1.732073,-0.52289,-8.562323
41.28,1.60135,-0.261445,-8.104794
41.3,1.04578,0.163403,-10.719243
41.32,1.241864,-0.326806,-11.209453
41.34,1.209183,-0.359487,-9.085213
41.36,1.176502,-0.817015,-8.725725
41.38,1.339905,0.032681,-10.751924
41.4,1.405267,0.032681,-10.751924
41.42,1.274544,-0.261445,-8.791086
41.44,1.111141,-0.490209,-8.791086
41.46,1.274544,-0.098042,-11.144092
41.48,1.339905,-0.065361,-10.621202
41.5,1.143822,-0.718974,-8.889129
41.52,1.274544,-0.620932,-8.595003
41.54,1.372586,0,-10.882647
41.56,1.307225,-0.130722,-11.176772
41.58,1.143822,-0.52289,-8.725725
41.6,1.209183,-0.424848,-8.496961
41.62,1.339905,0.196084,-11.07873
41.64,1.339905,-0.326806,-10.915327
41.66,1.209183,-0.849696,-8.333558
41.68,1.274544,-0.784335,-8.693045
41.7,1.372586,-0.163403,-10.55584
41.72,1.307225,-0.196084,-11.242133
41.74,1.176502,-0.588251,-8.95449
41.76,1.176502,-0.751654,-8.235516
41.78,1.307225,-0.653612,-10.588521
41.8,1.339905,-0.261445,-11.438217
41.82,1.274544,-1.143822,-9.313977
41.84,1.07846,-1.111141,-8.693045
41.86,1.339905,-0.52289,-9.542741
41.88,1.307225,-0.261445,-11.568939
41.9,1.307225,-0.457529,-9.804186
41.92,1.176502,-0.718974,-8.170155
41.94,1.241864,-0.849696,-9.019851
41.96,1.372586,-0.359487,-11.013369
41.98,1.405267,-0.294126,-10.882646
42,1.013099,-0.915057,-8.791087
42.02,1.013099,-0.817015,-8.464281
42.04,1.209183,-0.326806,-10.098311
42.06,1.274544,-0.065361,-11.634301
42.08,1.274544,-0.653612,-9.51006
42.1,1.176502,-0.980419,-8.398919
42.12,1.143822,-0.849696,-9.281296
42.14,1.339905,-0.196084,-11.340176
42.16,1.339905,-0.261445,-10.653882
42.18,1.274544,-0.653612,-8.4316
42.2,1.339905,-0.817015,-8.693045
42.22,1.274544,-0.653612,-10.294395
42.24,1.274544,-0.228764,-11.895745
42.26,1.176502,-0.751654,-9.804186
42.28,1.209183,-0.817015,-7.90871
42.3,1.241864,-0.915057,-8.627684
42.32,1.470628,-0.52289,-10.948008
42.34,1.274544,-0.294126,-11.405537
42.36,1.176502,-0.490209,-9.052532
42.38,1.111141,-0.947738,-8.333558
42.4,1.274544,-0.947738,-9.444699
42.42,1.437947,-0.457529,-11.04605
42.44,1.274544,-0.457529,-11.013369
42.46,1.209183,-0.653612,-8.464281
42.48,1.143822,-0.882377,-8.595003
42.5,1.372586,-0.915057,-10.327076
42.52,1.437947,-0.588251,-10.882646
42.54,1.274544,-0.52289,-10.653882
42.56,1.241864,-0.588251,-8.693045
42.58,1.241864,-0.947738,-8.627684
42.6,1.339905,-0.849696,-9.967589
42.62,1.372586,-0.52289,-10.915327
42.64,1.372586,-0.261445,-10.359756
42.66,1.274544,-0.686293,-9.052532
42.68,1.241864,-0.849696,-8.823767
42.7,1.307225,-1.013099,-9.934908
42.72,1.339905,-0.849696,-10.784604
42.74,1.274544,-0.457529,-10.653882
42.76,1.04578,-0.686293,-9.248616
42.78,1.111141,-1.07846,-8.595003
42.8,1.209183,-0.980419,-9.542741
42.82,1.274544,-0.980419,-10.425118
42.84,1.241864,-0.555571,-10.55584
42.86,1.143822,-0.457529,-9.640783
42.88,1.274544,-1.07846,-9.281296
42.9,1.307225,-1.111141,-9.248616
42.92,1.274544,-1.07846,-10.032951
42.94,1.274544,-1.013099,-10.490479
42.96,1.307225,-0.457529,-10.359757
42.98,1.176502,-0.849696,-8.987171
43,1.241864,-1.176502,-9.248616
43.02,1.241864,-0.980419,-9.575422
43.04,1.241864,-1.143822,-10.327076
43.06,1.274544,-0.751654,-10.163673
43.08,1.274544,-0.555571,-9.869547
43.1,1.307225,-1.013099,-9.346657
43.12,1.307225,-1.143822,-8.95449
43.14,1.307225,-1.143822,-10.229034
43.16,1.339905,-1.274544,-10.130992
43.18,1.241864,-0.849696,-10.000269
43.2,1.176502,-0.653612,-9.836867
43.22,1.176502,-1.111141,-9.771506
43.24,1.307225,-1.241864,-9.215935
43.26,1.307225,-1.241864,-10.098312
43.28,1.307225,-1.405267,-9.804186
43.3,1.241864,-0.718974,-9.608102
43.32,1.274544,-0.620932,-10.359757
43.34,1.143822,-1.209183,-9.575422
43.36,1.241864,-1.470628,-9.412018
43.38,1.241864,-1.56867,-9.542741
43.4,1.274544,-1.241864,-10.261714
43.42,1.307225,-1.013099,-9.444699
43.44,1.307225,-1.04578,-9.804186
43.46,1.307225,-1.07846,-10.392437
43.48,1.274544,-1.470628,-9.379338
43.5,1.339905,-1.535989,-9.47738
43.52,1.405267,-1.176502,-9.575422
43.54,1.274544,-0.947738,-9.346657
43.56,1.470628,-1.176502,-9.738824
43.58,1.372586,-0.784335,-10.065631
43.6,1.307225,-1.209183,-10.392437
43.62,1.274544,-1.56867,-9.444699
43.64,1.339905,-1.372586,-9.379338
43.66,1.503308,-1.56867,-10.130992
43.68,1.372586,-0.424848,-7.974071
43.7,1.339905,-1.830115,-10.03295
43.72,1.634031,-1.405267,-10.686563
43.74,1.634031,-1.699392,-10.457799
43.76,1.503308,-2.353005,-10.55584
43.78,1.372586,-1.013099,-9.248616
43.8,1.405267,-0.882377,-9.313977
43.82,1.535989,-1.830115,-8.170155
43.84,1.60135,-0.718974,-10.817285
43.86,2.058879,-1.176502,-10.784605
43.88,1.764754,-1.143822,-9.902228
43.9,1.503308,-1.111141,-10.229034
43.92,1.535989,-0.751654,-8.725726
43.94,1.764754,-1.111141,-9.117893
43.96,1.732073,-1.241864,-10.130993
43.98,1.634031,-1.405267,-9.117893
44,1.960837,-1.895476,-9.869548
44.02,1.895476,-1.634031,-10.196354
44.04,1.699392,-0.947738,-9.771505
44.06,1.830115,-1.470628,-9.575422
44.08,1.764754,-1.56867,-9.052532
44.1,2.058879,-1.04578,-9.902228
44.12,1.993518,-1.437947,-9.967589
44.14,2.026198,-1.535989,-9.346657
44.16,1.960837,-1.928157,-9.869548
44.18,1.895476,-1.372586,-9.902228
44.2,1.928157,-1.699392,-8.725726
44.22,1.960837,-1.895476,-9.673464
44.24,2.64713,-1.797434,-10.294395
44.26,2.287643,-1.176502,-9.902228
44.28,2.156921,-1.07846,-9.346657
44.3,2.156921,-2.026198,-9.085212
44.32,2.254963,-2.64713,-9.51006
44.34,2.353005,-1.960837,-9.902228
44.36,2.549088,-1.699392,-9.967589
44.38,2.254963,-1.830115,-9.706144
44.4,2.189602,-1.503309,-8.725726
44.42,2.581769,-1.307225,-9.313977
44.44,2.483727,-1.04578,-9.052532
44.46,2.745172,-2.12424,-9.183254
44.48,3.235381,-2.451047,-10.948007
44.5,3.006617,-2.254963,-10.065631
44.52,3.071978,-1.470628,-8.464281
44.54,2.745172,-1.307225,-8.725726
44.56,2.222282,-1.437947,-10.327076
44.58,2.549088,-2.320324,-10.327076
44.6,2.418366,-2.026198,-10.915327
44.62,2.418366,-1.993518,-9.575422
44.64,2.451046,-2.287643,-8.856448
44.66,2.026198,-2.156921,-9.248616
44.68,2.156921,-2.320324,-9.804186
44.7,2.12424,-1.993518,-10.196354
44.72,2.09156,-1.634031,-10.980688
44.74,1.928157,-1.56867,-9.248615
44.76,1.928157,-2.058879,-8.921809
44.78,1.960837,-2.549088,-9.706144
44.8,1.797434,-2.712492,-10.392437
44.82,1.764754,-2.581769,-10.196354
44.84,1.797434,-2.026199,-9.542741
44.86,1.764754,-2.418366,-9.313976
44.88,1.764754,-2.451046,-9.150574
44.9,1.797434,-2.61445,-10.00027
44.92,1.797434,-2.353005,-10.00027
44.94,1.830115,-1.928157,-9.673464
44.96,1.732073,-2.189602,-10.229034
44.98,1.666712,-2.385685,-9.934909
45,1.60135,-2.353005,-9.379338
45.02,1.503308,-2.189602,-8.98717
45.04,1.764754,-2.026199,-9.117893
45.06,1.60135,-2.156921,-9.738825
45.08,1.60135,-1.764753,-10.653882
45.1,1.56867,-2.222282,-9.412019
45.12,1.56867,-2.12424,-8.791087
45.14,1.60135,-2.483727,-8.95449
45.16,1.56867,-2.61445,-9.836866
45.18,1.503308,-2.385685,-10.130992
45.2,1.535989,-2.353005,-10.719243
45.22,1.470628,-1.764753,-9.346658
45.24,1.634031,-1.830115,-8.823768
45.26,1.437947,-2.287643,-9.117893
45.28,1.405267,-2.745172,-9.934909
45.3,1.405267,-2.549088,-10.588521
45.32,1.372586,-2.189602,-10.327076
45.34,1.372586,-1.60135,-9.150574
45.36,1.307225,-1.993518,-9.444699
45.38,1.307225,-1.895476,-9.575421
45.4,1.405267,-1.993518,-10.03295
45.42,0.980419,-2.026199,-10.03295
45.44,1.111141,-1.895476,-10.098311
45.46,1.07846,-1.928157,-9.706144
45.48,1.209183,-2.12424,-9.215935
45.5,1.013099,-2.385685,-9.836866
45.52,1.04578,-2.09156,-10.196354
45.54,1.07846,-1.56867,-9.215935
45.56,1.07846,-1.862795,-9.608103
45.58,1.241864,-2.222282,-10.163672
45.6,1.111141,-2.254963,-9.934909
45.62,1.241864,-1.960837,-9.542741
45.64,1.111141,-2.026199,-9.738825
45.66,0.947738,-1.764753,-9.608103
45.68,1.04578,-2.026199,-9.640783
45.7,1.04578,-1.928157,-9.869547
45.72,1.241864,-2.451047,-10.229034
45.74,0.784335,-2.189601,-9.738825
45.76,0.784335,-1.307225,-9.706145
45.78,1.111141,-1.470628,-9.575422
45.8,1.241864,-1.732073,-9.019851
45.82,1.241864,-2.712492,-10.098312
45.84,1.04578,-1.862795,-10.196353
45.86,1.176502,-1.797434,-10.490479
45.88,1.07846,-1.862795,-9.771506
45.9,1.111141,-1.634031,-9.248615
45.92,1.339905,-1.666712,-9.836867
45.94,1.339905,-1.862795,-9.673463
45.96,1.339905,-1.503308,-9.706145
45.98,1.274544,-2.058879,-9.934908
46,1.176502,-1.634031,-10.686563
46.02,1.07846,-1.535989,-10.130992
46.04,1.143822,-1.535989,-9.085212
46.06,1.176502,-1.437947,-9.510061
46.08,1.143822,-1.60135,-9.869547
46.1,1.07846,-1.699392,-9.771506
46.12,1.143822,-1.928157,-10.163673
46.14,1.04578,-2.026198,-9.738825
46.16,0.947738,-1.372586,-9.771506
46.18,1.07846,-1.437947,-9.96759
46.2,1.04578,-1.339905,-10.00027
46.22,0.980419,-0.849696,-9.313976
46.24,0.915057,-0.490209,-11.11141
46.26,1.339905,-1.634031,-8.235516
46.28,0.915057,-2.385685,-9.281296
46.3,1.176502,-2.451047,-10.098312
46.32,0.718974,-1.764754,-10.196353
46.34,1.07846,-1.04578,-11.863065
46.36,0.947738,-0.849696,-8.46428
46.38,1.176502,-0.555571,-8.006752
46.4,1.437947,-1.405267,-10.490479
46.42,1.470628,-1.437947,-11.11141
46.44,1.699392,-0.915057,-9.379338
46.46,1.274544,-1.176502,-9.150574
46.48,1.470628,-1.60135,-9.738825
46.5,1.437947,-1.60135,-9.673463
46.52,1.470628,-0.751654,-10.457798
46.54,1.372586,-0.52289,-10.00027
46.56,1.437947,-1.013099,-9.248615
46.58,1.470628,-1.307225,-9.869547
46.6,1.503309,-1.339905,-9.738825
46.62,1.503309,-1.241864,-9.281296
46.64,1.535989,-1.143822,-9.313976
46.66,1.634031,-1.111141,-9.640783
46.68,1.666712,-1.176502,-9.804186
46.7,1.503308,-0.620932,-10.327076
46.72,1.241864,0.424848,-10.817286
46.74,1.274544,-0.52289,-9.836866
46.76,1.241864,-1.732073,-8.95449
46.78,1.07846,-1.60135,-12.091829
46.8,1.274544,-0.784335,-9.51006
46.82,1.307225,-0.588251,-5.359621
46.84,1.405267,-2.908575,-8.856448
46.86,1.56867,-2.353005,-12.941525
46.88,1.405267,0.359487,-10.065631
46.9,1.07846,-0.065361,-8.235517
46.92,1.241864,-0.261445,-10.948008
46.94,1.372586,-0.915057,-10.948008
46.96,1.339905,-1.143822,-9.117893
46.98,1.274544,-0.915057,-9.248615
47,1.307225,-0.980419,-9.934909
47.02,1.56867,-1.013099,-9.313976
47.04,1.535989,-0.849696,-9.183254
47.06,1.470628,-1.241864,-10.294395
47.08,1.60135,-1.07846,-9.640783
47.1,1.470628,-0.555571,-9.51006
47.12,1.535989,-0.653612,-10.359756
47.14,1.503308,-0.817015,-10.00027
47.16,1.535989,-0.980419,-10.03295
47.18,1.503308,-1.339905,-9.412019
47.2,1.470628,-0.849696,-9.248615
47.22,1.699392,-0.751654,-10.03295
47.24,1.634031,-1.111141,-9.542741
47.26,1.699392,-0.980419,-9.673464
47.28,1.732073,-0.849696,-9.608102
47.3,1.666712,-0.980419,-9.738825
47.32,1.764754,-1.274544,-9.902228
47.34,1.732073,-1.013099,-9.804186
47.36,1.699392,-0.817015,-9.673464
47.38,1.764754,-0.490209,-10.196354
47.4,1.60135,-0.555571,-9.608102
47.42,1.60135,-1.013099,-9.542741
47.44,1.634031,-0.882377,-9.706144
47.46,1.634031,-1.241864,-9.542741
47.48,1.732073,-0.882377,-9.738825
47.5,1.732073,-0.555571,-9.444699
47.52,1.666712,-0.980419,-9.706144
47.54,1.56867,-0.980419,-10.130992
47.56,1.535989,-0.784335,-10.130992
47.58,1.60135,-0.620932,-9.47738
47.6,1.503308,-0.326806,-9.412019
47.62,1.503308,-0.52289,-9.934909
47.64,1.699392,-1.04578,-10.130992
47.66,1.56867,-0.686293,-9.313976
47.68,1.405267,-1.07846,-9.608102
47.7,1.470628,-0.947738,-9.510061
47.72,1.535989,-0.392167,-9.738825
47.74,1.437947,-1.04578,-10.359757
47.76,1.437947,-1.274544,-9.4447
47.78,1.339905,-1.013099,-9.47738
47.8,1.372586,-0.457529,-10.196353
47.82,1.307225,-0.52289,-9.902228
47.84,1.274544,-0.294126,-10.163673
47.86,1.307225,-0.620932,-9.281296
47.88,1.339905,-0.784335,-9.640783
47.9,1.209183,-0.52289,-10.163673
47.92,1.307225,-0.915057,-9.412018
47.94,1.274544,-0.653612,-9.248616
47.96,1.405267,-0.686293,-9.934908
47.98,1.372586,-1.04578,-10.425118
48,1.274544,-0.653612,-9.313977
48.02,1.209183,-0.718974,-9.379338
48.04,1.339905,-0.555571,-10.490479
48.06,1.241864,-0.718974,-10.261714
48.08,1.013099,-0.196084,-9.4447
48.1,1.307225,-0.294126,-9.869547
48.12,1.209183,-0.784335,-9.836867
48.14,1.143822,-0.653612,-9.836867
48.16,1.111141,-0.52289,-9.804186
48.18,1.209183,-0.653612,-9.771506
48.2,1.176502,-1.07846,-9.281296
48.22,1.405267,-0.326806,-9.640783
48.24,1.143822,-0.588251,-9.902228
48.26,0.817015,-1.111141,-10.490479
48.28,0.849696,-0.555571,-9.313977
48.3,1.437947,-0.588251,-9.215935
48.32,1.307225,-1.04578,-10.229034
48.34,1.634031,-0.915057,-10.163673
48.36,1.176502,-0.490209,-9.379338
48.38,1.143822,-0.52289,-10.392437
48.4,1.143822,-0.52289,-9.869547
48.42,1.111141,-0.882377,-8.758406
48.44,1.176502,-0.784335,-10.032951
48.46,1.209183,-0.359487,-10.490479
48.48,1.07846,-0.294126,-9.215935
48.5,1.143822,-1.143822,-9.379338
48.52,1.176502,-1.07846,-10.196353
48.54,1.274544,-0.849696,-9.869547
48.56,1.176502,-0.130722,-9.248616
48.58,1.274544,-0.294126,-9.934908
48.6,1.241864,-1.241864,-10.588521
48.62,1.176502,-1.176502,-9.412018
48.64,1.07846,-0.098042,-9.248616
48.66,1.176502,0.228764,-10.00027
48.68,1.437947,-0.784335,-10.065631
48.7,1.209183,-0.817015,-9.575421
48.72,0.980419,-0.294126,-9.51006
48.74,1.241864,-0.294126,-10.065631
48.76,1.209183,-0.326806,-9.738825
48.78,1.176502,-1.013099,-9.51006
48.8,1.143822,-0.817015,-10.163672
48.82,1.176502,-0.065361,-10.098311
48.84,1.111141,-0.294126,-9.412019
48.86,1.176502,-0.980419,-9.673464
48.88,1.209183,-1.07846,-9.934909
48.9,1.176502,-0.490209,-10.03295
48.92,1.04578,-0.326806,-9.771505
48.94,1.04578,-0.817015,-9.575421
48.96,1.209183,-0.784335,-9.804186
48.98,1.143822,-0.52289,-9.804186
49,1.07846,-0.52289,-9.836866
49.02,0.980419,-0.686293,-10.163672
49.04,1.04578,-0.784335,-9.575421
49.06,1.111141,-0.784335,-9.444699
49.08,1.143822,-0.653612,-10.130992
49.1,1.209183,-0.588251,-9.771505
49.12,1.241864,-0.686293,-9.608103
49.14,1.307225,-0.620932,-9.771505
49.16,1.307225,-0.653612,-9.836866
49.18,1.307225,-0.52289,-9.771505
49.2,1.307225,-0.392167,-9.738825
49.22,1.274544,-0.490209,-9.869547
49.24,1.209183,-0.718974,-9.836866
49.26,1.209183,-0.784335,-9.706144
49.28,1.307225,-0.686293,-9.640783
49.3,1.339905,-0.52289,-9.804186
49.32,1.372586,-0.653612,-9.804186
49.34,1.372586,-0.751654,-9.706144
49.36,1.307225,-0.718974,-9.771505
49.38,1.274544,-0.588251,-9.804186
49.4,1.241864,-0.588251,-9.771505
49.42,1.209183,-0.686293,-9.771505
49.44,1.176502,-0.588251,-9.804186
49.46,1.143822,-0.588251,-9.771505
49.48,1.209183,-0.653612,-9.804186
49.5,1.274544,-0.653612,-9.738825
49.52,1.60135,-0.588251,-9.738825
49.54,1.830115,-0.686293,-9.706144
49.56,1.830115,-0.686293,-9.706144
49.58,1.797434,-0.52289,-9.706144
49.6,1.732073,-0.588251,-9.738825
49.62,1.699392,-0.686293,-9.771505
49.64,1.60135,-0.653612,-9.706144
49.66,1.699392,-0.588251,-9.673464
49.68,1.764753,-0.686293,-9.673463
49.7,1.699392,-0.620932,-9.706145
49.72,1.634031,-0.555571,-9.738825
49.74,1.634031,-0.653612,-9.738825
49.76,1.732073,-0.718974,-9.706145
49.78,1.764753,-0.620932,-9.771506
49.8,1.666712,-0.555571,-9.706145
49.82,1.666712,-0.653612,-9.706145
49.84,1.699392,-0.686293,-9.738825
49.86,1.732073,-0.588251,-9.738825
49.88,1.699392,-0.555571,-9.706145
49.9,1.666712,-0.686293,-9.706145
49.92,1.732073,-0.653612,-9.738825
49.94,1.732073,-0.490209,-9.771506
49.96,1.699392,-0.490209,-9.673463
49.98,1.699392,-0.653612,-9.738825
50,1.699392,-0.653612,-9.771506
50.02,1.699392,-0.588251,-9.738825
50.04,1.699392,-0.653612,-9.706145
50.06,1.699392,-0.653612,-9.738825
50.08,1.699392,-0.620932,-9.706145
50.1,1.732073,-0.588251,-9.738825
50.12,1.699392,-0.620932,-9.738825
50.14,1.699392,-0.620932,-9.673463
50.16,1.732073,-0.588251,-9.706145
50.18,1.732073,-0.620932,-9.706145
50.2,1.699392,-0.620932,-9.738825
50.22,1.699392,-0.620932,-9.738825
50.24,1.666712,-0.620932,-9.738825
50.26,1.699392,-0.620932,-9.673463
50.28,1.666712,-0.588251,-9.738825
50.3,1.666712,-0.555571,-9.738825
50.32,1.666712,-0.620932,-9.738825
50.34,1.732073,-0.620932,-9.706145
50.36,1.732073,-0.653612,-9.706145
50.38,1.666712,-0.588251,-9.706145
50.4,1.666712,-0.588251,-9.771506
50.42,1.666712,-0.588251,-9.706145
50.44,1.699392,-0.588251,-9.673463
50.46,1.732073,-0.620932,-9.738825
50.48,1.732073,-0.620932,-9.706145
50.5,1.699392,-0.620932,-9.706145
50.52,1.699392,-0.653612,-9.706145
50.54,1.699392,-0.620932,-9.706145
50.56,1.699392,-0.588251,-9.738825
50.58,1.699392,-0.555571,-9.706145
50.6,1.666712,-0.555571,-9.673463
50.62,1.699392,-0.653612,-9.706145
50.64,1.699392,-0.653612,-9.640783
50.66,1.699392,-0.620932,-9.738825
50.68,1.699392,-0.620932,-9.771506
50.7,1.666712,-0.620932,-9.673463
50.72,1.666712,-0.588251,-9.640783
50.74,1.699392,-0.620932,-9.738825
50.76,1.699392,-0.620932,-9.706144
50.78,1.699392,-0.588251,-9.738825
50.8,1.699392,-0.620932,-9.706144
50.82,1.699392,-0.620932,-9.706144
50.84,1.666712,-0.620932,-9.738825
50.86,1.699392,-0.588251,-9.738825
50.88,1.732073,-0.620932,-9.706144
50.9,1.699392,-0.620932,-9.706144
50.92,1.699392,-0.653612,-9.706144
50.94,1.699392,-0.620932,-9.738825
50.96,1.699392,-0.620932,-9.738825
50.98,1.699392,-0.653612,-9.738825
51,1.699392,-0.620932,-9.738825
51.02,1.699392,-0.588251,-9.706144
51.04,1.699392,-0.620932,-9.738825
51.06,1.666712,-0.620932,-9.738825
51.08,1.699392,-0.620932,-9.706144
51.1,1.699392,-0.620932,-9.706144
51.12,1.732073,-0.653612,-9.706144
51.14,1.699392,-0.620932,-9.738825
51.16,1.732073,-0.620932,-9.771506
51.18,1.699392,-0.620932,-9.706144
51.2,1.666712,-0.620932,-9.738825
51.22,1.666712,-0.653612,-9.738825
51.24,1.666712,-0.620932,-9.673463
51.26,1.699392,-0.620932,-9.706144
51.28,1.699392,-0.653612,-9.706144
51.3,1.699392,-0.620932,-9.706144
51.32,1.699392,-0.588251,-9.738825
51.34,1.699392,-0.620932,-9.673463
51.36,1.699392,-0.620932,-9.673463
51.38,1.699392,-0.620932,-9.706144
51.4,1.699392,-0.620932,-9.640783
51.42,1.666712,-0.620932,-9.706144
51.44,1.666712,-0.620932,-9.673463
51.46,1.699392,-0.620932,-9.673463
51.48,1.699392,-0.588251,-9.706144
51.5,1.699392,-0.620932,-9.673463
51.52,1.699392,-0.620932,-9.673463
51.54,1.699392,-0.653612,-9.673463
51.56,1.732073,-0.620932,-9.738825
51.58,1.699392,-0.620932,-9.640783
51.6,1.666712,-0.620932,-9.706144
51.62,1.699392,-0.620932,-9.706144
51.64,1.699392,-0.620932,-9.673463
51.66,1.666712,-0.686293,-9.673463
51.68,1.666712,-0.653612,-9.673463
51.7,1.666712,-0.588251,-9.673463
51.72,1.666712,-0.620932,-9.706145
51.74,1.732073,-0.620932,-9.673463
51.76,1.699392,-0.653612,-9.738825
51.78,1.666712,-0.620932,-9.706145
51.8,1.666712,-0.620932,-9.706145
51.82,1.699392,-0.620932,-9.706145
51.84,1.732073,-0.653612,-9.738825
