time,gyro_x,gyro_y,gyro_z
31.64,-0.08203,-0.002618,0.410152
31.66,-0.048869,-0.023562,0.406662
31.68,-0.047997,-0.041888,0.402298
31.7,-0.029671,-0.027053,0.401426
31.72,-0.074176,0.006109,0.403171
31.74,-0.115192,-0.023562,0.385718
31.76,-0.149226,-0.047124,0.370882
31.78,-0.137008,-0.077667,0.355175
31.8,-0.126536,-0.051487,0.356047
31.82,-0.10472,-0.022689,0.335103
31.84,-0.090757,-0.054105,0.314159
31.86,-0.05236,-0.040143,0.311541
31.88,-0.029671,-0.028798,0.310669
31.9,-0.041888,-0.068068,0.313287
31.92,-0.072431,-0.033161,0.288852
31.94,-0.100356,-0.085521,0.290597
31.96,-0.097738,-0.075049,0.289725
31.98,-0.076794,-0.021817,0.283616
32,-0.064577,-0.071559,0.268781
32.02,-0.055851,-0.071559,0.241728
32.04,-0.042761,-0.040143,0.240855
32.06,-0.034034,-0.030543,0.23911
32.08,-0.030543,-0.034034,0.222529
32.1,-0.061959,-0.062832,0.205076
32.12,-0.064577,-0.037525,0.198968
32.14,-0.085521,-0.021817,0.197222
32.16,-0.063705,-0.046251,0.185878
32.18,-0.062832,-0.045379,0.168424
32.2,-0.035779,-0.019199,0.152716
32.22,-0.015708,-0.014835,0.151844
32.24,-0.006109,0.015708,0.146608
32.26,-0.018326,-0.021817,0.125664
32.28,-0.061087,-0.009599,0.100356
32.3,-0.068068,-0.000873,0.082903
32.32,-0.054978,0.006109,0.067195
32.34,-0.014835,0.003491,0.054978
32.36,-0.002618,-0.021817,0.027053
32.38,-0.008727,-0.023562,-0.006981
32.4,-0.02618,-0.002618,-0.010472
32.42,-0.021817,0,-0.015708
32.44,-0.016581,-0.01309,-0.028798
32.46,-0.058469,0.022689,-0.043633
32.48,-0.060214,-0.043633,-0.063705
32.5,-0.042761,0.075049,-0.071558
32.52,-0.007854,0.007854,-0.070686
32.54,0.023562,-0.014835,-0.092502
32.56,-0.019199,0.029671,-0.113446
32.58,-0.027053,-0.046251,-0.129154
32.6,-0.044506,0.038397,-0.139626
32.62,-0.043633,0.035779,-0.142244
32.64,-0.017453,-0.035779,-0.143117
32.66,0.015708,0.015708,-0.148353
32.68,0.038397,0.034034,-0.146608
32.7,0.074176,-0.000873,-0.142244
32.72,0.063705,0.055851,-0.16057
32.74,0.010472,-0.004363,-0.18326
32.76,-0.013963,0.01309,-0.205949
32.78,-0.000873,0.053233,-0.220784
32.8,0.048869,0.03927,-0.233001
32.82,0.099484,0.014835,-0.239983
32.84,0.059341,-0.008727,-0.253073
32.86,0.027925,0.027053,-0.2522
32.88,-0.013963,0.024435,-0.234747
32.9,-0.027925,0.02618,-0.213803
32.92,0.034034,0.021817,-0.20944
32.94,0.09163,0.020071,-0.210312
32.96,0.116937,-0.029671,-0.202458
32.98,0.118682,0.051487,-0.18326
33,0.071558,0.024435,-0.166679
33.02,0.038397,0.015708,-0.159698
33.04,0.001745,-0.01309,-0.16057
33.06,-0.018326,-0.001745,-0.144862
33.08,0,0.015708,-0.149226
33.1,0.047997,-0.009599,-0.152716
33.12,0.075049,-0.024435,-0.146608
33.14,0.051487,0.000873,-0.167552
33.16,0.031416,-0.030543,-0.167552
33.18,0.011345,0.029671,-0.155334
33.2,0.004363,-0.002618,-0.148353
33.22,-0.006109,0.01309,-0.14399
33.24,-0.018326,-0.020944,-0.136136
33.26,0.003491,-0.034907,-0.111701
33.28,0.032289,-0.001745,-0.083776
33.3,0.030543,0.021817,-0.069813
33.32,-0.000873,-0.000873,-0.054105
33.34,-0.054105,-0.03927,-0.043633
33.36,-0.082903,0.024435,-0.034034
33.38,-0.034034,-0.015708,-0.018326
33.4,0.006981,0.025307,-0.006109
33.42,0.057596,0.040143,-0.024435
33.44,0.019199,0.004363,-0.028798
33.46,0.003491,0.023562,-0.027925
33.48,-0.057596,0.074176,-0.033161
33.5,-0.093375,0.029671,-0.047997
33.52,-0.07854,0.046251,-0.055851
33.54,-0.054978,-0.042761,-0.062832
33.56,-0.001745,0.041888,-0.080285
33.58,0.087266,0.057596,-0.106465
33.6,0.10472,0.049742,-0.110828
33.62,0.102102,0.03927,-0.122173
33.64,0.016581,0.025307,-0.116937
33.66,-0.048869,0.019199,-0.097738
33.68,-0.081158,0.061959,-0.075922
33.7,-0.086394,0.024435,-0.054978
33.72,-0.063705,0.057596,-0.044506
33.74,-0.05236,0.009599,-0.043633
33.76,-0.087266,0.038397,-0.034907
33.78,-0.086394,0.027925,-0.034034
33.8,-0.116064,0.046251,-0.020071
33.82,-0.106465,0.047124,-0.028798
33.84,-0.098611,-0.014835,-0.002618
33.86,-0.06545,0.014835,0.003491
33.88,-0.007854,0.008727,0.031416
33.9,0.077667,0.020944,0.051487
33.92,0.066323,-0.010472,0.061087
33.94,0.034034,0.006981,0.060214
33.96,-0.047124,-0.048869,0.061087
33.98,-0.061087,0.027925,0.062832
34,-0.049742,-0.025307,0.082903
34.02,0.001745,0.02618,0.096866
34.04,0.025307,-0.070686,0.103847
34.06,-0.012217,-0.009599,0.095993
34.08,-0.046251,-0.047997,0.103847
34.1,-0.081158,-0.002618,0.122173
34.12,-0.050615,-0.012217,0.137881
34.14,-0.013963,-0.046251,0.151844
34.16,0.007854,-0.019199,0.150098
34.18,0.000873,-0.047997,0.162316
34.2,-0.02618,-0.014835,0.185005
34.22,-0.027925,-0.027053,0.19635
34.24,-0.028798,0.002618,0.205076
34.26,-0.070686,-0.014835,0.20944
34.28,-0.106465,0,0.208567
34.3,-0.089884,-0.038397,0.219039
34.32,-0.027925,0.034907,0.236492
34.34,0.068941,-0.044506,0.239983
34.36,0.106465,0.019199,0.240855
34.38,0.028798,-0.028798,0.226893
34.4,-0.058469,-0.047997,0.230383
34.42,-0.125664,0.067195,0.218166
34.44,-0.157952,-0.084648,0.220784
34.46,-0.102974,0.001745,0.218166
34.48,-0.041015,-0.000873,0.208567
34.5,-0.033161,-0.042761,0.221657
34.52,-0.027053,-0.004363,0.240855
34.54,-0.027925,0.054105,0.259181
34.56,-0.004363,-0.020944,0.266163
34.58,-0.004363,0.062832,0.256563
34.6,-0.071559,0.032289,0.237365
34.62,-0.130027,-0.029671,0.222529
34.64,-0.13439,0.133518,0.216421
34.66,-0.098611,0.002618,0.202458
34.68,0.018326,0.05236,0.198095
34.7,0.102974,0.054978,0.169297
34.72,0.048869,-0.006981,0.146608
34.74,-0.022689,0.061087,0.145735
34.76,-0.101229,0.064577,0.164061
34.78,-0.128282,0.05236,0.181514
34.8,-0.088139,0.055851,0.191986
34.82,-0.006109,0.09512,0.191114
34.84,-0.011345,0.008727,0.185878
34.86,-0.031416,0.127409,0.17017
34.88,-0.069813,0.09163,0.172788
34.9,-0.088139,0.055851,0.174533
34.92,-0.059341,0.14399,0.144862
34.94,-0.030543,-0.009599,0.133518
34.96,-0.029671,0.11781,0.10821
34.98,-0.042761,0.050615,0.089012
35,-0.058469,0.097738,0.096866
35.02,-0.029671,0.128282,0.089012
35.04,-0.003491,-0.006109,0.10821
35.06,0.016581,0.118682,0.107338
35.08,-0.06545,-0.004363,0.102102
35.1,-0.137881,0.070686,0.123046
35.12,-0.17366,0.119555,0.11781
35.14,-0.15708,-0.013963,0.141372
35.16,-0.063705,0.149226,0.14399
35.18,0.168424,0.074176,0.158825
35.2,0.285361,0.13439,0.189368
35.22,0.392699,0.149226,0.177151
35.24,0.216421,-0.075049,0.177151
35.26,-0.056723,0.171042,0.144862
35.28,-0.376118,0.206822,0.144862
35.3,-0.585558,0.023562,0.202458
35.32,-0.494801,0.053233,0.19635
35.34,-0.194604,-0.114319,0.228638
35.36,0.220784,0.045379,0.261799
35.38,0.355175,0.064577,0.262672
35.4,0.234747,-0.122173,0.287107
35.42,-0.023562,0.046251,0.279253
35.44,-0.320268,-0.057596,0.270526
35.46,-0.472112,-0.119555,0.287979
35.48,-0.41277,0.047124,0.275762
35.5,-0.137008,-0.145735,0.322886
35.52,0.184132,-0.047124,0.350811
35.54,0.307178,-0.020944,0.355174
35.56,0.167552,-0.215548,0.358665
35.58,-0.070686,-0.022689,0.347321
35.6,-0.353429,-0.056723,0.351684
35.62,-0.442441,-0.177151,0.402298
35.64,-0.3735,0.005236,0.41277
35.66,-0.054105,-0.164934,0.449422
35.68,0.181514,-0.21293,0.479093
35.7,0.19984,-0.143117,0.472984
35.72,0.027053,-0.331613,0.468621
35.74,-0.18675,-0.17017,0.457276
35.76,-0.313287,0.094248,0.450295
35.78,-0.37001,-0.060214,0.456404
35.8,-0.222529,-0.261799,0.493928
35.82,0.005236,-0.028798,0.494801
35.84,0.106465,-0.070686,0.502655
35.86,0.030543,-0.190241,0.510509
35.88,-0.051487,0.002618,0.523599
35.9,-0.185878,-0.057596,0.546288
35.92,-0.294088,-0.020944,0.56985
35.94,-0.269653,-0.07854,0.593412
35.96,-0.206822,-0.042761,0.616101
35.98,-0.10472,-0.100356,0.637918
36,-0.021817,-0.046251,0.65188
36.02,-0.011345,-0.031416,0.658862
36.04,-0.089012,-0.088139,0.657116
36.06,-0.188496,-0.002618,0.638791
36.08,-0.280998,-0.123046,0.637045
36.1,-0.281871,-0.002618,0.630937
36.12,-0.178896,-0.067195,0.637045
36.14,0.002618,-0.047124,0.644026
36.16,0.105592,-0.02618,0.633555
36.18,0.020944,-0.144862,0.623955
36.2,-0.1213,-0.005236,0.611738
36.22,-0.222529,-0.084648,0.628319
36.24,-0.298451,0.005236,0.643154
36.26,-0.212058,-0.068068,0.668461
36.28,-0.053233,-0.056723,0.682424
36.3,0.027925,-0.057596,0.683296
36.32,-0.025307,-0.092502,0.69115
36.34,-0.09512,0.023562,0.705113
36.36,-0.191114,-0.038397,0.715585
36.38,-0.229511,-0.025307,0.721694
36.4,-0.200713,-0.047997,0.719948
36.42,-0.137881,-0.021817,0.714712
36.44,-0.076794,-0.01309,0.718203
36.46,-0.034907,0.054105,0.71733
36.48,-0.055851,-0.047124,0.699004
36.5,-0.100356,0.005236,0.675442
36.52,-0.190241,-0.044506,0.64839
36.54,-0.20944,-0.004363,0.617847
36.56,-0.192859,0.041888,0.608247
36.58,-0.116064,-0.001745,0.598648
36.6,-0.041888,-0.012217,0.588176
36.62,-0.025307,-0.043633,0.572468
36.64,-0.047997,-0.014835,0.561996
36.66,-0.09163,0.020071,0.567232
36.68,-0.138754,0.013963,0.548906
36.7,-0.130027,-0.021817,0.544543
36.72,-0.133518,-0.006109,0.53058
36.74,-0.102102,-0.041888,0.541052
36.76,-0.062832,0.042761,0.546288
36.78,-0.051487,-0.003491,0.541052
36.8,-0.083776,-0.013963,0.519235
36.82,-0.158825,-0.028798,0.507018
36.84,-0.18326,-0.018326,0.505273
36.86,-0.150971,0.019199,0.511381
36.88,-0.079412,0.041015,0.500037
36.9,-0.009599,-0.015708,0.479966
36.92,-0.011345,-0.003491,0.469494
36.94,-0.053233,0.002618,0.450295
36.96,-0.09163,0.036652,0.449422
36.98,-0.110828,0.019199,0.443314
37,-0.11781,0.003491,0.436332
37.02,-0.115192,-0.034907,0.427606
37.04,-0.07854,0.01309,0.423242
37.06,-0.025307,0.006109,0.419752
37.08,0.031416,-0.019199,0.404916
37.1,-0.007854,-0.022689,0.378736
37.12,-0.051487,-0.030543,0.347321
37.14,-0.086394,0.014835,0.348193
37.16,-0.113446,0.014835,0.345575
37.18,-0.089884,-0.006109,0.340339
37.2,-0.075049,-0.037525,0.322886
37.22,-0.050615,-0.001745,0.326377
37.24,-0.030543,-0.006109,0.324631
37.26,-0.01309,0.006109,0.325504
37.28,-0.016581,-0.016581,0.311541
37.3,-0.068068,-0.02618,0.309796
37.32,-0.076794,0.006981,0.311541
37.34,-0.083776,0.027053,0.322886
37.36,-0.03927,-0.012217,0.325504
37.38,-0.028798,-0.010472,0.315905
37.4,-0.025307,0.014835,0.316777
37.42,-0.048869,0.029671,0.316777
37.44,-0.054978,0.054105,0.314159
37.46,-0.068941,-0.006981,0.302815
37.48,-0.057596,0.003491,0.306305
37.5,-0.05236,0.064577,0.297579
37.52,-0.066323,0.019199,0.298451
37.54,-0.064577,0.027925,0.294088
37.56,-0.086394,0.001745,0.280998
37.58,-0.087266,0.014835,0.277507
37.6,-0.069813,0.057596,0.274889
37.62,-0.037525,-0.005236,0.264417
37.64,-0.013963,-0.01309,0.253945
37.66,-0.029671,0.029671,0.255691
37.68,-0.044506,0.020944,0.2522
37.7,-0.086394,0.01309,0.242601
37.72,-0.116937,-0.040143,0.228638
37.74,-0.116937,-0.049742,0.218166
37.76,-0.09163,0.046251,0.227765
37.78,-0.047997,-0.01309,0.226893
37.8,-0.013963,-0.054978,0.216421
37.82,-0.017453,-0.003491,0.220784
37.84,-0.057596,-0.000873,0.227765
37.86,-0.09512,0.008727,0.236492
37.88,-0.115192,-0.006981,0.236492
37.9,-0.099484,-0.034907,0.245219
37.92,-0.047997,0.051487,0.260054
37.94,-0.007854,0.012217,0.257436
37.96,0.002618,-0.059341,0.246091
37.98,-0.019199,0.02618,0.250455
38,-0.073304,0.030543,0.253073
38.02,-0.127409,-0.019199,0.250455
38.04,-0.136136,0.029671,0.244346
38.06,-0.093375,0.025307,0.249582
38.08,-0.01309,0.022689,0.251327
38.1,0.027053,0.021817,0.241728
38.12,0.055851,-0.025307,0.239983
38.14,-0.019199,0.033161,0.241728
38.16,-0.102974,0.029671,0.233874
38.18,-0.154462,-0.041015,0.225147
38.2,-0.1309,0.02618,0.229511
38.22,-0.105592,0.008727,0.236492
38.24,-0.025307,-0.020071,0.228638
38.26,-0.004363,0.017453,0.219039
38.28,-0.018326,-0.016581,0.216421
38.3,-0.083776,-0.010472,0.20944
38.32,-0.123046,-0.005236,0.205076
38.34,-0.079412,-0.064577,0.19984
38.36,-0.051487,0.016581,0.204204
38.38,-0.03927,-0.001745,0.197222
38.4,-0.03927,-0.020944,0.182387
38.42,-0.070686,0.008727,0.19984
38.44,-0.153589,-0.041888,0.201586
38.46,-0.162316,-0.012217,0.195477
38.48,-0.084648,-0.034034,0.201586
38.5,-0.011345,-0.028798,0.210312
38.52,0.046251,0.016581,0.214676
38.54,0.044506,-0.040143,0.204204
38.56,0.006109,-0.002618,0.195477
38.58,-0.079412,0.041015,0.202458
38.6,-0.116064,-0.020071,0.188496
38.62,-0.085521,-0.020071,0.181514
38.64,-0.034034,-0.022689,0.174533
38.66,0.005236,-0.023562,0.154462
38.68,0.019199,-0.001745,0.135263
38.7,-0.010472,-0.025307,0.129154
38.72,-0.068941,0.020071,0.120428
38.74,-0.09163,0.006981,0.106465
38.76,-0.044506,-0.02618,0.105592
38.78,-0.002618,0.03927,0.10472
38.8,0.019199,-0.028798,0.097738
38.82,0.03927,-0.022689,0.077667
38.84,0.016581,0.016581,0.080285
38.86,-0.035779,0.002618,0.082903
38.88,-0.068941,0.006981,0.075049
38.9,-0.033161,0,0.068941
38.92,-0.056723,0.041888,0.07854
38.94,-0.047124,0.024435,0.066323
38.96,-0.029671,-0.018326,0.066323
38.98,-0.02618,0.027925,0.073304
39,-0.038397,-0.017453,0.068068
39.02,-0.038397,-0.008727,0.063705
39.04,-0.008727,0.021817,0.06545
39.06,-0.005236,-0.032289,0.068068
39.08,-0.012217,0.019199,0.061959
39.1,0.002618,0.011345,0.06545
39.12,-0.046251,-0.027925,0.067195
39.14,-0.098611,0.023562,0.059341
39.16,-0.10472,-0.073304,0.05236
39.18,-0.085521,-0.040143,0.060214
39.2,-0.072431,0.017453,0.058469
39.22,-0.041888,-0.067195,0.056723
39.24,0.004363,0.01309,0.06545
39.26,0.004363,-0.003491,0.070686
39.28,-0.041888,-0.053233,0.063705
39.3,-0.01309,-0.003491,0.061959
39.32,-0.017453,-0.073304,0.064577
39.34,0,-0.000873,0.073304
39.36,-0.002618,0.053233,0.054978
39.38,-0.021817,0.059341,0.054978
39.4,-0.099484,0.079412,0.05236
39.42,-0.136136,-0.012217,0.048869
39.44,-0.070686,-0.01309,0.054978
39.46,0.000873,0.032289,0.06545
39.48,0.05236,-0.034907,0.054978
39.5,0.102974,0,0.051487
39.52,0.034034,0.020944,0.056723
39.54,-0.047997,0.012217,0.053233
39.56,-0.102974,0.054978,0.037525
39.58,-0.112574,0.021817,0.050615
39.6,-0.107338,-0.143117,0.057596
39.62,-0.048869,-0.06545,0.048869
39.64,0.010472,0.025307,0.047124
39.66,0.007854,-0.080285,0.044506
39.68,-0.034034,0.028798,0.030543
39.7,-0.038397,-0.015708,0.034034
39.72,-0.088139,-0.030543,0.032289
39.74,-0.09163,0.085521,0.036652
39.76,-0.064577,-0.067195,0.033161
39.78,-0.003491,0.025307,0.040143
39.8,0.024435,0.074176,0.049742
39.82,0.004363,-0.06545,0.030543
39.84,0.023562,0.072431,0.034907
39.86,-0.019199,0.049742,0.043633
39.88,-0.042761,-0.044506,0.040143
39.9,-0.008727,0.094248,0.037525
39.92,-0.006981,-0.015708,0.047124
39.94,0.001745,0.000873,0.047124
39.96,-0.005236,0.048869,0.050615
39.98,-0.01309,-0.047124,0.047997
40,-0.041888,0.027925,0.048869
40.02,-0.071558,-0.022689,0.041888
40.04,-0.037525,-0.032289,0.047124
40.06,-0.033161,0.059341,0.058469
40.08,-0.014835,-0.036652,0.054105
40.1,0.005236,-0.012217,0.048869
40.12,-0.016581,0.038397,0.055851
40.14,-0.053233,-0.028798,0.055851
40.16,-0.076794,0.014835,0.047997
40.18,-0.067195,0.009599,0.058469
40.2,-0.056723,0.003491,0.069813
40.22,-0.038397,0.028798,0.059341
40.24,-0.018326,-0.011345,0.054105
40.26,-0.035779,0.024435,0.054978
40.28,-0.061959,-0.008727,0.049742
40.3,-0.058469,-0.037525,0.042761
40.32,-0.075922,0.006109,0.03927
40.34,-0.059341,-0.034907,0.040143
40.36,-0.020071,0.057596,0.041015
40.38,0.010472,-0.038397,0.05236
40.4,0.030543,0.05236,0.064577
40.42,0.003491,0.001745,0.062832
40.44,0,-0.067195,0.054978
40.46,-0.034907,0.075049,0.055851
40.48,-0.050615,-0.033161,0.049742
40.5,-0.056723,-0.019199,0.041888
40.52,-0.020944,0.066323,0.040143
40.54,-0.034907,-0.010472,0.037525
40.56,-0.034034,0.044506,0.027053
40.58,-0.034034,0.033161,0.022689
40.6,-0.075922,-0.005236,0.030543
40.62,-0.090757,0.041015,0.027053
40.64,-0.096866,-0.027053,0.027053
40.66,-0.056723,-0.000873,0.027925
40.68,-0.023562,0.046251,0.034907
40.7,0.012217,-0.076794,0.030543
40.72,0.021817,-0.007854,0.020944
40.74,-0.070686,-0.006981,0.02618
40.76,0.032289,-0.068941,0.032289
40.78,-0.027053,0.047997,0.03927
40.8,0.053233,0.031416,0.021817
40.82,0.041888,0.015708,0.006109
40.84,-0.03927,0.023562,0.004363
40.86,-0.080285,-0.041888,0.008727
40.88,-0.138754,0.031416,0.001745
40.9,-0.100356,0.02618,0.000873
40.92,-0.035779,-0.035779,0.000873
40.94,0.054105,0.022689,0.006981
40.96,0.088139,0.015708,0.005236
40.98,0.064577,-0.008727,-0.006109
41,-0.003491,0.020071,-0.018326
41.02,-0.071559,0.029671,-0.009599
41.04,-0.118682,0.007854,-0.010472
41.06,-0.084648,-0.116064,-0.011345
41.08,-0.004363,-0.024435,-0.005236
41.1,0.050615,0.010472,-0.006109
41.12,0.035779,-0.042761,-0.011345
41.14,-0.013963,-0.007854,-0.018326
41.16,-0.087266,-0.030543,-0.023562
41.18,-0.143117,0.010472,-0.019199
41.2,-0.103847,-0.013963,-0.018326
41.22,-0.024435,-0.064577,-0.016581
41.24,0.060214,0.017453,-0.006981
41.26,0.109956,-0.013963,-0.006109
41.28,0.068068,-0.01309,-0.015708
41.3,0.006109,-0.009599,-0.017453
41.32,-0.074176,-0.004363,-0.018326
41.34,-0.088139,0.034034,-0.012217
41.36,-0.071559,-0.020944,-0.014835
41.38,0.029671,-0.046251,-0.010472
41.4,0.089012,0.024435,-0.004363
41.42,0.102102,-0.006981,-0.012217
41.44,0.060214,-0.019199,-0.020944
41.46,0.013963,0.006981,-0.032289
41.48,-0.047997,0.011345,-0.029671
41.5,-0.05236,0.017453,-0.034034
41.52,-0.034034,-0.020944,-0.027053
41.54,0.029671,0.007854,-0.027053
41.56,0.080285,0.005236,-0.024435
41.58,0.077667,0.028798,-0.027925
41.6,0.031416,-0.020071,-0.037525
41.62,-0.001745,-0.007854,-0.046251
41.64,-0.043633,0.041015,-0.038397
41.66,-0.004363,0.009599,-0.029671
41.68,0.02618,-0.015708,-0.034907
41.7,0.068068,-0.024435,-0.043633
41.72,0.060214,0.025307,-0.044506
41.74,0.019199,0.017453,-0.044506
41.76,-0.016581,-0.012217,-0.055851
41.78,-0.059341,-0.006109,-0.068941
41.8,-0.06545,0.011345,-0.069813
41.82,-0.027925,0.044506,-0.068941
41.84,0.014835,-0.029671,-0.069813
41.86,0.037525,-0.021817,-0.075922
41.88,0.034034,0.01309,-0.075922
41.9,-0.003491,0,-0.08203
41.92,-0.030543,0.024435,-0.08203
41.94,-0.062832,-0.033161,-0.088139
41.96,-0.054978,-0.041888,-0.094248
41.98,-0.046251,0.030543,-0.089884
42,-0.008727,-0.001745,-0.089884
42.02,0.016581,-0.016581,-0.095993
42.04,0.001745,-0.057596,-0.099484
42.06,-0.008727,0.001745,-0.099484
42.08,-0.029671,0.012217,-0.102974
42.1,-0.036652,-0.032289,-0.106465
42.12,-0.035779,-0.015708,-0.10821
42.14,-0.032289,-0.023562,-0.116064
42.16,-0.010472,0.020071,-0.114319
42.18,0.018326,0.01309,-0.106465
42.2,0.040143,-0.010472,-0.105592
42.22,0.007854,-0.027053,-0.124791
42.24,-0.010472,0.008727,-0.129154
42.26,-0.031416,0.034034,-0.128282
42.28,-0.017453,0.025307,-0.135263
42.3,-0.010472,-0.022689,-0.144862
42.32,0.001745,-0.015708,-0.148353
42.34,-0.006981,0.024435,-0.150971
42.36,0.009599,0.024435,-0.150098
42.38,0.027053,0.054105,-0.15708
42.4,0.020944,-0.042761,-0.158825
42.42,-0.000873,0.017453,-0.159698
42.44,-0.008727,0.030543,-0.161443
42.46,-0.003491,0.016581,-0.166679
42.48,0.018326,0.022689,-0.171042
42.5,0.011345,-0.03927,-0.176278
42.52,-0.019199,-0.025307,-0.180642
42.54,-0.027925,0.083776,-0.187623
42.56,-0.025307,-0.011345,-0.18675
42.58,0.009599,0.042761,-0.192859
42.6,0.008727,-0.033161,-0.19984
42.62,0.002618,-0.038397,-0.208567
42.64,0.014835,0.046251,-0.205076
42.66,0.027053,0.002618,-0.210312
42.68,0.056723,-0.025307,-0.222529
42.7,0.054105,0.013963,-0.234747
42.72,0.018326,-0.054105,-0.247837
42.74,-0.008727,0.056723,-0.249582
42.76,-0.004363,0.007854,-0.246964
42.78,0.022689,-0.003491,-0.248709
42.8,0.061959,-0.016581,-0.256563
42.82,0.034907,-0.006109,-0.272271
42.84,0.008727,-0.016581,-0.286234
42.86,-0.009599,0.045379,-0.287979
42.88,-0.007854,-0.033161,-0.293215
42.9,0.015708,0.002618,-0.302815
42.92,0.014835,-0.028798,-0.325504
42.94,-0.028798,0.008727,-0.335976
42.96,-0.017453,0.011345,-0.338594
42.98,0.003491,0.027053,-0.342085
43,0.047997,-0.012217,-0.349939
43.02,0.056723,-0.025307,-0.362156
43.04,0.027053,0.006109,-0.382227
43.06,-0.031416,-0.032289,-0.393572
43.08,-0.020071,0.05236,-0.400553
43.1,0.013963,-0.013963,-0.403171
43.12,0.113446,0.008727,-0.405789
43.14,0.1309,-0.034034,-0.42237
43.16,0.072431,-0.006981,-0.440696
43.18,-0.002618,-0.003491,-0.445932
43.2,-0.040143,0.025307,-0.447677
43.22,-0.006981,-0.021817,-0.45204
43.24,0.086394,0.001745,-0.447677
43.26,0.16057,0.003491,-0.456404
43.28,0.107338,-0.047124,-0.476475
43.3,0.047124,0.047997,-0.492183
43.32,-0.018326,-0.038397,-0.50091
43.34,-0.001745,0.041015,-0.502655
43.36,0.077667,-0.003491,-0.508763
43.38,0.14748,-0.035779,-0.512254
43.4,0.146608,0.040143,-0.525344
43.42,0.063705,-0.053233,-0.541925
43.44,0,0.033161,-0.540179
43.46,-0.020944,-0.009599,-0.541925
43.48,0.029671,0.004363,-0.520981
43.5,0.119555,0.028798,-0.529707
43.52,0.124791,-0.053233,-0.539307
43.54,0.08203,0.037525,-0.550651
43.56,-0.003491,-0.075049,-0.562869
43.58,-0.006981,0.036652,-0.575086
43.6,0.042761,-0.009599,-0.589921
43.62,0.141372,-0.043633,-0.59603
43.64,0.216421,0.061087,-0.616101
43.66,0.136136,-0.08203,-0.649262
43.68,0.092502,0.031416,-0.667588
43.7,-0.032289,-0.073304,-0.681551
43.72,-0.033161,-0.025307,-0.688532
43.74,0.012217,0.03927,-0.67806
43.76,0.050615,-0.060214,-0.683296
43.78,0.067195,0.099484,-0.699004
43.8,0.003491,-0.001745,-0.716458
43.82,-0.181514,-0.053233,-0.732166
43.84,-0.152716,0.046251,-0.74002
43.86,-0.191986,-0.046251,-0.729548
43.88,-0.028798,0.056723,-0.721694
43.9,0.202458,0.050615,-0.723439
43.92,0.361283,0.001745,-0.715585
43.94,0.348193,0.068068,-0.73042
43.96,0.211185,-0.064577,-0.74002
43.98,0.040143,0.037525,-0.748746
44,-0.08203,0.004363,-0.754855
44.02,-0.096866,-0.042761,-0.741765
44.04,0.067195,0.07854,-0.740892
44.06,0.288852,-0.034907,-0.733911
44.08,0.415388,0.049742,-0.73042
44.1,0.349939,0.024435,-0.759218
44.12,0.159698,-0.069813,-0.768818
44.14,-0.028798,0.085521,-0.785398
44.16,-0.158825,-0.071559,-0.804597
44.18,-0.130027,-0.138754,-0.793252
44.2,0.09512,0.098611,-0.815941
44.22,0.350811,0.185005,-0.834267
44.24,0.377864,-0.20944,-0.847357
44.26,0.240855,-0.138754,-0.870919
44.28,0.019199,0.11781,-0.897972
44.3,-0.176278,-0.019199,-0.904953
44.32,-0.248709,-0.14748,-0.870047
44.34,-0.090757,0.006109,-0.855211
44.36,0.168424,-0.042761,-0.829031
44.38,0.339467,-0.028798,-0.801979
44.4,0.310669,-0.008727,-0.79587
44.42,0.181514,-0.024435,-0.793252
44.44,0.004363,-0.035779,-0.794997
44.46,-0.073304,-0.006981,-0.780162
44.48,-0.043633,-0.059341,-0.78278
44.5,0.135263,0.051487,-0.791507
44.52,0.314159,0.003491,-0.811578
44.54,0.315032,-0.008727,-0.828159
44.56,0.211185,-0.003491,-0.849103
44.58,0.075922,0.010472,-0.859575
44.6,0.011345,0.048869,-0.864811
44.62,-0.036652,0.03927,-0.863065
44.64,0.012217,0.041015,-0.859575
44.66,0.097738,0.010472,-0.862193
44.68,0.148353,0.018326,-0.868301
44.7,0.178024,-0.009599,-0.8875
44.72,0.202458,0.057596,-0.894481
44.74,0.202458,0.034034,-0.895354
44.76,0.193732,0.049742,-0.90059
44.78,0.1309,0.047997,-0.906699
44.8,0.05236,0.021817,-0.917171
44.82,-0.007854,0.047997,-0.925897
44.84,0.006981,0.191986,-0.958186
44.86,0.066323,0.068068,-0.966912
44.88,0.17366,0.054978,-0.949459
44.9,0.198968,0.074176,-0.93986
44.92,0.1309,0.035779,-0.932006
44.94,0.064577,0.046251,-0.923279
44.96,0.01309,0.062832,-0.912807
44.98,0.043633,0.015708,-0.899717
45,0.118682,0.037525,-0.897099
45.02,0.138754,0.02618,-0.896227
45.04,0.126536,-0.007854,-0.892736
45.06,0.094248,0,-0.901463
45.08,0.10472,0.014835,-0.902335
45.1,0.118682,0.018326,-0.895354
45.12,0.159698,0.016581,-0.902335
45.14,0.148353,-0.044506,-0.904081
45.16,0.11781,-0.061959,-0.909317
45.18,0.120428,-0.02618,-0.908444
45.2,0.127409,-0.055851,-0.902335
45.22,0.145735,-0.054978,-0.897099
45.24,0.165806,-0.033161,-0.90059
