time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
176.32,1.111141,-1.60135,-12.059149,-0.16057,0.192859,0.2522
176.34,0.751654,2.581769,-11.928427,-0.205076,0.164061,0.249582
176.36,1.07846,0.718974,-11.993788,-0.17366,0.206822,0.246091
176.38,1.143822,0.457529,-9.902227,-0.198095,0.17366,0.245219
176.4,1.241864,2.09156,-10.686563,-0.211185,0.189368,0.235619
176.42,0.882377,-2.581769,-13.17029,-0.217293,0.205076,0.242601
176.44,0.849696,1.274544,-11.470898,-0.294961,0.163188,0.246964
176.46,0.849696,0.653612,-11.928427,-0.294961,0.210312,0.224275
176.48,0.980419,-1.209183,-11.013369,-0.334231,0.172788,0.233874
176.5,0.686293,0.555571,-12.516678,-0.36041,0.175406,0.217293
176.52,0.980419,-0.817016,-13.529777,-0.308051,0.200713,0.217293
176.54,0.849696,0.392167,-11.144092,-0.321141,0.154462,0.20944
176.56,0.915057,3.071978,-12.222552,-0.260054,0.189368,0.212058
176.58,1.274544,0.490209,-12.712761,-0.281871,0.169297,0.21293
176.6,1.209183,1.405267,-13.399055,-0.337721,0.159698,0.220784
176.62,1.176502,1.470628,-14.542876,-0.307178,0.182387,0.218166
176.64,0.980419,0.294126,-12.12451,-0.355175,0.139626,0.212058
176.66,1.111141,1.993518,-13.006886,-0.329867,0.167552,0.210312
176.68,1.04578,1.437947,-14.314112,-0.33074,0.137881,0.210312
176.7,1.535989,-0.555571,-12.6474,-0.366519,0.125664,0.215548
176.72,0.686293,0.490209,-15.098447,-0.342085,0.143117,0.191986
176.74,1.339905,1.993518,-12.222552,-0.389208,0.086394,0.207694
176.76,0.817016,-2.09156,-10.719243,-0.381354,0.113446,0.20944
176.78,0.915057,0.817016,-13.562457,-0.401426,0.10821,0.211185
176.8,1.111141,2.61445,-11.307494,-0.464258,0.083776,0.203331
176.82,0.555571,-0.294126,-10.882647,-0.437205,0.123918,0.171042
176.84,1.111141,3.431465,-10.719243,-0.43895,0.085521,0.191114
176.86,1.07846,0.784335,-10.719243,-0.437205,0.097738,0.185005
176.88,0.490209,-1.274544,-12.12451,-0.421497,0.101229,0.180642
176.9,1.07846,3.333423,-11.144092,-0.458149,0.06545,0.188496
176.92,1.143822,0.130722,-11.470898,-0.420624,0.123046,0.180642
176.94,0.032681,-1.339905,-10.784605,-0.419752,0.066323,0.176278
176.96,0.751654,1.176502,-9.085213,-0.445932,0.067195,0.174533
176.98,0.490209,-2.516408,-10.490479,-0.411025,0.085521,0.182387
177,0.261445,0.52289,-9.248615,-0.438078,0.060214,0.18326
177.02,0.718974,0.686293,-9.052532,-0.411025,0.09163,0.166679
177.04,0.882377,-1.339905,-8.235517,-0.398808,0.068941,0.180642
177.06,0.980419,2.516408,-9.869547,-0.407534,0.075049,0.185005
177.08,0.686293,-0.882377,-11.568939,-0.408407,0.084648,0.176278
177.1,0.718974,0.098042,-9.51006,-0.482584,0.038397,0.169297
177.12,0.882377,2.549088,-11.144092,-0.46513,0.080285,0.150971
177.14,1.176502,-0.882377,-11.046049,-0.467748,0.055851,0.155334
177.16,0.555571,0.392167,-12.778122,-0.492183,0.047997,0.139626
177.18,0.261445,-0.261445,-12.418635,-0.458149,0.060214,0.15708
177.2,0.392167,-1.04578,-7.549223,-0.470366,-0.017453,0.16057
177.22,0.457529,2.61445,-7.810668,-0.431096,0.021817,0.143117
177.24,1.07846,0.784335,-8.856448,-0.470366,0.011345,0.142244
177.26,0.588251,0.555571,-7.876029,-0.506145,0.006109,0.144862
177.28,0.424848,1.372586,-8.921809,-0.489565,0.036652,0.14399
177.3,0.718974,-0.980419,-7.941391,-0.544543,-0.012217,0.141372
177.32,0.457529,1.176502,-9.346658,-0.545415,0.032289,0.129154
177.34,0.751654,1.241864,-12.287913,-0.568105,0.042761,0.123918
177.36,0.555571,-1.437947,-9.346658,-0.623083,0.005236,0.123918
177.38,0.065361,1.339905,-10.817286,-0.545415,0.042761,0.127409
177.4,1.07846,0.163403,-9.281296,-0.571595,-0.004363,0.116064
177.42,0.359487,-0.718974,-9.117893,-0.583813,0.019199,0.119555
177.44,0.261445,1.405267,-9.967589,-0.523599,0.02618,0.123046
177.46,0.686293,-0.065361,-7.222417,-0.509636,-0.018326,0.137008
177.48,-0.032681,0.588251,-8.725725,-0.408407,0.023562,0.13439
177.5,0.817016,0.098042,-7.549223,-0.387463,-0.008727,0.140499
177.52,0.294126,-0.065361,-6.274679,-0.363028,-0.006981,0.123918
177.54,0.196084,0.686293,-7.353139,-0.349939,0.000873,0.120428
177.56,0.849696,1.209183,-5.130857,-0.432842,-0.02618,0.11781
177.58,-0.294126,0.359487,-7.810668,-0.415388,0.027053,0.107338
177.6,0.849696,1.176502,-7.026333,-0.471239,-0.002618,0.09512
177.62,0.163403,0.359487,-6.86293,-0.486074,0.025307,0.097738
177.64,0.751654,2.385685,-8.46428,-0.47473,0.050615,0.077667
177.66,0.882377,0.196084,-6.438082,-0.546288,0.006981,0.089012
177.68,-0.163403,1.176502,-9.281296,-0.490438,0.055851,0.084648
177.7,1.307225,1.405267,-8.006752,-0.490438,0.032289,0.083776
177.72,0,-2.451046,-7.876029,-0.494801,0.030543,0.067195
177.74,0.424848,0.849696,-10.359756,-0.452913,0.037525,0.068068
177.76,0.817016,0.817016,-8.921809,-0.486947,0,0.082903
177.78,1.04578,0.130722,-7.679945,-0.431969,0.033161,0.060214
177.8,0.620932,3.300743,-11.405537,-0.404916,0.027925,0.047124
177.82,1.176502,1.437947,-9.804186,-0.431969,0.016581,0.041888
177.84,0.130722,-2.385685,-9.967589,-0.383972,0.046251,0.031416
177.86,0.163403,1.895476,-10.392437,-0.397935,0.003491,0.034907
177.88,1.111141,-0.588251,-9.313976,-0.363028,0.045379,0.012217
177.9,0.490209,-1.764753,-10.719243,-0.335103,0.014835,0.018326
177.92,0.196084,1.862795,-9.771505,-0.355175,-0.017453,0.032289
177.94,0.718974,-1.862795,-10.196354,-0.323759,0.024435,0.02618
177.96,0.490209,-0.032681,-9.47738,-0.348193,-0.000873,0.038397
177.98,0.359487,0.980419,-9.444699,-0.329867,0.03927,0.024435
178,0.947738,-0.490209,-10.52316,-0.33074,0.025307,0.016581
178.02,0.980419,2.483727,-10.00027,-0.332485,-0.015708,0.034034
178.04,0.457529,0.228764,-11.372856,-0.280998,0.028798,0.019199
178.06,0.359487,-1.993518,-8.595003,-0.295833,-0.020071,0.034907
178.08,0.588251,0.620932,-10.457798,-0.307178,0.013963,0.032289
178.1,0.784335,-1.307225,-11.60162,-0.322013,0.018326,0.031416
178.12,0.588251,0.555571,-9.869547,-0.375246,-0.020071,0.041888
178.14,0.588251,2.320324,-10.457798,-0.33074,0.013963,0.027053
178.16,1.307225,-0.326806,-9.248615,-0.35692,-0.008727,0.036652
178.18,0.620932,1.04578,-11.405537,-0.337721,0.010472,0.03927
178.2,0.326806,0.098042,-12.15719,-0.280125,-0.004363,0.031416
178.22,0.915057,0.457529,-8.725725,-0.300197,-0.031416,0.037525
178.24,0.490209,2.320324,-10.294395,-0.234747,0.004363,0.024435
178.26,1.013099,-0.490209,-9.869547,-0.210312,-0.025307,0.020071
178.28,0.882377,2.026198,-9.608102,-0.204204,-0.007854,-0.006981
178.3,0.424848,1.372586,-9.967589,-0.128282,-0.005236,0
178.32,0.686293,-1.405267,-7.516542,-0.114319,-0.044506,-0.008727
178.34,0.294126,1.372586,-9.673464,-0.048869,0.009599,-0.012217
178.36,1.176502,0.294126,-9.51006,-0.016581,-0.008727,-0.021817
178.38,0.163403,-2.222282,-8.46428,-0.002618,-0.021817,-0.027053
178.4,0.032681,1.04578,-10.52316,0.087266,0.005236,-0.027053
178.42,1.274544,1.470628,-9.019851,0.101229,-0.040143,-0.03927
178.44,0.555571,0.392167,-9.51006,0.14748,0.006109,-0.047124
178.46,0.424848,1.241864,-9.673464,0.17017,-0.006109,-0.038397
178.48,0.424848,-0.947738,-8.398919,0.165806,-0.022689,-0.058469
178.5,0.163403,1.176502,-10.621202,0.225147,-0.001745,-0.055851
178.52,1.07846,0.130722,-8.104794,0.188496,-0.037525,-0.044506
178.54,0.718974,-0.359487,-7.157056,0.171042,-0.006109,-0.062832
178.56,0.163403,2.222282,-8.95449,0.1309,-0.029671,-0.067195
178.58,1.339905,1.372586,-8.235517,0.023562,-0.050615,-0.068941
178.6,0.424848,1.04578,-9.019851,0.048869,-0.008727,-0.08203
178.62,1.143822,3.268062,-6.764888,0.031416,-0.042761,-0.063705
178.64,0.784335,-0.588251,-6.764888,0.036652,-0.016581,-0.082903
178.66,0.52289,1.013099,-9.869547,0.062832,-0.022689,-0.075049
178.68,1.307225,2.222282,-7.026333,0.034034,-0.041888,-0.075922
178.7,-0.130722,-2.64713,-7.810668,0.08203,0.000873,-0.061959
178.72,0.326806,1.535989,-8.202836,0.069813,-0.038397,-0.061959
178.74,0.915057,-0.098042,-7.516542,0.053233,-0.001745,-0.066323
178.76,0.490209,-0.130722,-9.412019,0.076794,0,-0.074176
178.78,0.065361,1.241864,-8.366239,0.041888,-0.038397,-0.054978
178.8,0.359487,-1.960837,-7.810668,0.10821,0.014835,-0.080285
178.82,0.849696,2.679811,-7.157056,0.110828,-0.023562,-0.063705
178.84,0.817016,-0.653612,-5.947873,0.120428,-0.021817,-0.071558
178.86,-0.261445,-2.61445,-7.810668,0.17366,-0.008727,-0.056723
178.88,0.653612,2.058879,-6.960972,0.106465,-0.037525,-0.038397
178.9,0.392167,-1.993518,-7.418501,0.110828,-0.000873,-0.045379
178.92,0.653612,1.143822,-7.843349,0.110828,-0.025307,-0.043633
178.94,0.882377,1.470628,-8.562323,0.07854,-0.000873,-0.040143
178.96,0.326806,-1.862795,-9.019851,0.106465,0.025307,-0.033161
178.98,-0.163403,0.980419,-8.791087,0.055851,-0.027925,-0.025307
179,0.784335,-0.915057,-8.268197,0.047997,0.017453,-0.043633
179.02,0.490209,-0.326806,-9.052532,0.044506,-0.003491,-0.022689
179.04,0.490209,0.490209,-8.95449,0.031416,-0.001745,-0.031416
179.06,0.52289,-2.189601,-9.117893,0.080285,0.022689,-0.016581
179.08,0.457529,1.928157,-8.856448,0.062832,-0.027925,0
179.1,0.555571,-0.882377,-8.95449,0.124791,0.034907,-0.012217
179.12,0.784335,-1.111141,-9.281296,0.135263,0.006981,0.002618
179.14,0.196084,0.620932,-10.261715,0.081158,0.006109,-0.000873
179.16,0.718974,-0.882377,-10.621202,0.087266,0.016581,0.002618
179.18,1.013099,1.307225,-9.934909,0.032289,-0.037525,0.010472
179.2,1.372586,2.026198,-8.137474,0.001745,0.002618,0.009599
179.22,0.52289,-1.960837,-9.542741,-0.037525,-0.003491,0.014835
179.24,-0.032681,0.555571,-10.261715,-0.090757,-0.041888,0.005236
179.26,0.588251,-0.620932,-10.55584,-0.073304,0.004363,0.007854
179.28,0.555571,-0.294126,-7.974072,-0.07854,-0.041015,0.014835
179.3,0.098042,0.784335,-9.085213,-0.053233,0.000873,0.009599
179.32,0.849696,0.294126,-9.215935,-0.009599,0,0.013963
179.34,0.294126,1.862795,-8.529642,-0.041888,-0.041888,0.027053
179.36,0.490209,-0.915057,-9.575421,0.006109,-0.009599,0.006109
179.38,0.098042,-0.392167,-7.320459,0.003491,-0.047997,0.022689
179.4,0.653612,0.490209,-6.634166,0.001745,-0.001745,0.016581
179.42,0.294126,-1.699392,-7.418501,0.033161,0.005236,0.01309
179.44,-0.032681,1.960837,-7.777987,0.018326,-0.008727,0.027053
179.46,-0.555571,-3.529507,-8.725725,0.102102,0.025307,0.025307
179.48,0.196084,1.535989,-7.745307,0.10821,-0.023562,0.031416
179.5,0.52289,0,-7.647265,0.09163,0.031416,0.019199
179.52,0.392167,2.026198,-9.117893,0.149226,0.020071,0.015708
179.54,0.392167,-0.849696,-8.268197,0.098611,0.004363,0.008727
179.56,0.653612,1.960837,-8.98717,0.157952,0.030543,-0.000873
179.58,0.032681,1.241864,-8.823768,0.18326,-0.017453,0.008727
179.6,0.882377,-1.013099,-8.072113,0.227765,0.01309,-0.020944
179.62,0.882377,0.555571,-7.876029,0.258309,0.008727,-0.007854
179.64,-0.163403,-0.718974,-8.137474,0.18675,-0.000873,-0.027053
179.66,0.457529,1.07846,-8.300878,0.220784,0.023562,-0.042761
179.68,-0.490209,-0.163403,-7.90871,0.176278,-0.010472,-0.025307
179.7,0.032681,-0.882377,-8.693045,0.215548,0.043633,-0.045379
179.72,0.490209,-0.294126,-7.777987,0.198095,0.011345,-0.041015
179.74,0.392167,0.130722,-7.90871,0.244346,0.038397,-0.060214
179.76,0.52289,0.980419,-7.189736,0.236492,0.025307,-0.056723
179.78,0.424848,-0.065361,-8.693045,0.185005,0.020071,-0.064577
179.8,0.620932,-0.915057,-9.085213,0.214676,0.045379,-0.068068
179.82,0.261445,-0.261445,-9.575421,0.109083,0,-0.066323
179.84,0.261445,1.013099,-10.294395,0.133518,0.056723,-0.066323
179.86,0.751654,1.07846,-9.346658,0.09163,0.012217,-0.058469
179.88,0.359487,-2.156921,-10.03295,0.072431,0.044506,-0.058469
179.9,0.718974,-1.013099,-10.457798,0.105592,0.03927,-0.051487
179.92,0.326806,-0.065361,-11.046049,0.03927,0.020944,-0.051487
179.94,0.261445,0.424848,-12.614719,0.061959,0.041888,-0.05236
179.96,0.686293,-0.065361,-9.248615,0,0.007854,-0.044506
179.98,0.718974,-0.882377,-9.183254,0.03927,0.061087,-0.060214
180,0.653612,0.130722,-8.595003,0.041015,-0.005236,-0.041888
180.02,0.424848,-0.359487,-8.235517,0.063705,0.018326,-0.038397
180.04,0.392167,1.307225,-8.006752,0.068068,0.023562,-0.029671
180.06,0.718974,-0.784335,-8.856448,-0.000873,-0.003491,-0.031416
180.08,0.588251,-2.941256,-10.52316,-0.007854,0.035779,-0.013963
180.1,0.947738,-0.686293,-9.869547,-0.14748,-0.016581,-0.014835
180.12,-0.784335,-1.830115,-11.666982,-0.16057,0.041888,-0.000873
180.14,0.751654,1.732073,-8.562323,-0.184132,-0.010472,0.01309
180.16,0.620932,-1.111141,-8.758406,-0.165806,0.003491,0.029671
180.18,0.196084,-1.07846,-11.340175,-0.139626,-0.001745,0.03927
180.2,0.980419,-1.307225,-12.059149,-0.213803,-0.006109,0.03927
180.22,0.294126,0.915057,-12.6474,-0.18326,0.043633,0.046251
180.24,0.980419,1.830115,-10.00027,-0.269653,-0.011345,0.054978
180.26,0.457529,-1.503309,-8.791087,-0.198968,0.004363,0.061959
180.28,0.424848,0.294126,-8.235517,-0.19635,-0.022689,0.057596
180.3,0.915057,1.209183,-7.091694,-0.184132,-0.013963,0.049742
180.32,0.555571,2.483727,-6.666846,-0.184132,-0.013963,0.055851
180.34,0.261445,1.04578,-7.941391,-0.239983,-0.023562,0.068068
180.36,0.718974,0.098042,-9.313976,-0.187623,0.02618,0.067195
180.38,0.620932,-0.032681,-8.235517,-0.225147,-0.014835,0.085521
180.4,0.52289,-1.60135,-8.791087,-0.148353,0.041015,0.068068
180.42,0.130722,-1.797434,-8.268197,-0.153589,-0.001745,0.086394
180.44,0.359487,-0.915057,-9.836866,-0.116064,0.022689,0.076794
180.46,1.013099,0.817016,-9.085213,-0.081158,0.006981,0.083776
180.48,0.52289,-1.503309,-9.51006,-0.094248,0.021817,0.095993
180.5,0.196084,1.470628,-10.392437,-0.040143,0.03927,0.09512
180.52,0.588251,1.895476,-9.575421,-0.106465,-0.008727,0.088139
180.54,0.424848,1.699392,-10.55584,-0.051487,0.036652,0.087266
180.56,0.359487,1.372586,-9.281296,-0.13439,-0.001745,0.079412
180.58,-0.032681,-0.817016,-9.379338,-0.088139,0.03927,0.071558
180.6,0.359487,0.228764,-8.006752,-0.088139,-0.000873,0.080285
180.62,0.392167,-1.634031,-7.810668,-0.09163,0.000873,0.071558
180.64,0.359487,-1.07846,-8.4316,-0.046251,0.008727,0.066323
180.66,0.849696,-0.424848,-9.019851,-0.08203,-0.011345,0.074176
180.68,-0.228764,-0.784335,-10.55584,-0.059341,0.034034,0.072431
180.7,0.392167,2.353005,-8.791087,-0.1309,-0.003491,0.067195
180.72,0.163403,1.634031,-9.444699,-0.113446,0.027925,0.054105
180.74,0.686293,3.398784,-8.95449,-0.16057,-0.006109,0.062832
180.76,0.228764,1.437947,-9.47738,-0.185878,0.023562,0.049742
180.78,-0.130722,1.437947,-10.065631,-0.194604,0.027925,0.041015
180.8,0.947738,1.797434,-9.869547,-0.233001,0.025307,0.025307
180.82,1.274544,2.64713,-11.797704,-0.204204,0.054105,0.027925
180.84,0.490209,1.07846,-10.882647,-0.287979,0.015708,0.027053
180.86,0.261445,1.503309,-13.202971,-0.253945,0.06545,0.02618
180.88,0.424848,0.718974,-10.784605,-0.346448,0.007854,0.025307
180.9,0.653612,0.490209,-10.392437,-0.325504,0.042761,0.020071
180.92,-0.098042,-0.947738,-10.229034,-0.380482,0.020071,0.016581
180.94,-0.326806,-2.549088,-10.915327,-0.364774,0.044506,-0.011345
180.96,0.294126,-0.326806,-9.51006,-0.368264,0.024435,0.009599
180.98,0.849696,-1.307225,-9.640783,-0.361283,0.059341,0.007854
181,1.372586,2.875895,-9.575421,-0.344703,0.062832,0.020071
181.02,1.143822,2.058879,-9.804186,-0.424988,0.055851,0.005236
181.04,0.653612,2.745172,-10.261715,-0.401426,0.069813,0
181.06,-0.490209,-1.60135,-11.046049,-0.486947,0.050615,-0.000873
181.08,-0.261445,-1.732073,-11.503578,-0.394444,0.083776,-0.006109
181.1,1.535989,0,-9.183254,-0.441568,0.034907,0.002618
181.12,0.751654,-0.980419,-9.542741,-0.342957,0.075922,0.005236
181.14,-0.130722,-0.52289,-9.542741,-0.359538,0.030543,0.006109
181.16,0.52289,-0.196084,-10.294395,-0.349939,0.071558,0.004363
181.18,0.620932,2.483727,-10.098311,-0.380482,0.051487,-0.005236
181.2,0.784335,0.686293,-10.751924,-0.357792,0.073304,-0.019199
181.22,0.032681,1.176502,-11.340175,-0.307178,0.070686,-0.015708
181.24,1.470628,1.339905,-10.751924,-0.31765,0.064577,-0.01309
181.26,-0.130722,-0.359487,-13.823902,-0.249582,0.089884,-0.015708
181.28,0.882377,-0.718974,-13.595138,-0.282743,0.077667,-0.017453
181.3,0.817016,-0.032681,-14.085347,-0.207694,0.094248,-0.014835
181.32,0.326806,-1.339905,-13.954625,-0.273144,0.056723,-0.009599
181.34,0.620932,-1.209183,-13.202971,-0.214676,0.083776,-0.013963
181.36,0.424848,-1.111141,-12.091829,-0.224275,0.053233,0.000873
181.38,0.588251,-1.111141,-12.353274,-0.149226,0.073304,-0.013963
181.4,0.915057,1.339905,-11.111411,-0.125664,0.029671,-0.008727
181.42,0.686293,-0.555571,-11.863065,-0.17017,0.036652,-0.022689
181.44,0.915057,0.784335,-11.961107,-0.090757,0.043633,-0.002618
181.46,1.405267,1.830115,-11.895745,-0.116937,0.034907,-0.012217
181.48,1.04578,2.712492,-11.961107,-0.063705,0.054105,-0.020944
181.5,0.751654,2.189601,-12.059149,-0.130027,0.020071,-0.036652
181.52,0.359487,-0.098042,-12.189871,-0.088139,0.047997,-0.024435
181.54,0.294126,-0.228764,-12.222552,-0.124791,0.030543,-0.037525
181.56,0.326806,-1.013099,-11.928427,-0.102102,0.066323,-0.03927
181.58,0.915057,0.980419,-10.686563,-0.093375,0.022689,-0.027053
181.6,0.261445,1.470628,-11.993788,-0.001745,0.046251,-0.047124
181.62,-0.098042,3.235381,-11.405537,0.021817,0.006109,-0.027053
181.64,0.947738,1.111141,-11.209453,0.042761,0.033161,-0.049742
181.66,1.04578,0.261445,-10.392437,0.105592,0.010472,-0.048869
181.68,0.424848,-2.320324,-10.719243,0.090757,0.027053,-0.047997
181.7,0.359487,0.751654,-10.098311,0.127409,0.059341,-0.06545
181.72,0.751654,3.202701,-9.412019,0.076794,0.037525,-0.081158
181.74,0.392167,2.385685,-9.934909,0.168424,0.049742,-0.10472
181.76,0.163403,1.372586,-9.444699,0.137008,0.027925,-0.113446
181.78,-0.784335,-0.817016,-10.915327,0.190241,0.06545,-0.123046
181.8,0.424848,0.620932,-9.183254,0.143117,0.040143,-0.124791
181.82,-0.424848,-0.326806,-10.359756,0.19984,0.09512,-0.137881
181.84,0.098042,0.849696,-9.804186,0.219911,0.07854,-0.139626
181.86,0.294126,-0.163403,-11.209453,0.236492,0.103847,-0.148353
181.88,0.52289,0.490209,-11.830384,0.262672,0.126536,-0.142244
181.9,0.588251,-2.026198,-12.516678,0.240855,0.1309,-0.143117
181.92,0.784335,-0.130722,-12.68008,0.237365,0.162316,-0.137008
181.94,0.817016,-0.620932,-12.385955,0.128282,0.156207,-0.143117
181.96,0.620932,2.254963,-12.418635,0.161443,0.166679,-0.128282
181.98,1.503309,1.405267,-12.255233,0.110828,0.136136,-0.123918
182,0.718974,-0.817016,-13.431735,0.177151,0.176278,-0.10821
182.02,0.032681,-1.928157,-13.333693,0.112574,0.1213,-0.110828
182.04,0.980419,-0.784335,-12.483996,0.200713,0.163188,-0.102974
182.06,0.065361,-1.07846,-11.797704,0.133518,0.11781,-0.087266
182.08,1.07846,-0.882377,-10.948008,0.125664,0.136136,-0.089884
182.1,0.032681,0.196084,-10.52316,0.09512,0.095993,-0.083776
182.12,1.111141,0.653612,-9.804186,0.102102,0.116937,-0.089884
182.14,0.555571,1.928157,-11.144092,0.127409,0.132645,-0.084648
182.16,0.294126,0.130722,-12.222552,0.077667,0.139626,-0.097738
182.18,-0.52289,-0.424848,-13.856583,0.167552,0.163188,-0.085521
182.2,0.588251,-1.928157,-13.758541,0.10821,0.127409,-0.088139
182.22,0.718974,-1.764753,-12.68008,0.133518,0.163188,-0.081158
182.24,1.176502,-0.947738,-11.242133,0.038397,0.138754,-0.081158
182.26,1.07846,-0.326806,-11.209453,0.093375,0.167552,-0.062832
182.28,1.209183,1.797434,-10.915327,0.087266,0.133518,-0.054978
182.3,0.424848,-0.098042,-11.863065,0.118682,0.163188,-0.062832
182.32,0.326806,0.457529,-11.797704,0.105592,0.128282,-0.040143
182.34,-0.065361,-0.588251,-13.301012,0.116064,0.141372,-0.046251
182.36,0.555571,-0.261445,-11.765023,0.141372,0.139626,-0.019199
182.38,1.013099,-2.483727,-11.928427,0.08203,0.135263,-0.027925
182.4,0.588251,-1.372586,-12.516678,0.137881,0.129154,-0.008727
182.42,0.653612,-1.437947,-13.399055,0.048869,0.130027,-0.018326
182.44,0.326806,0.098042,-13.791222,0.076794,0.15708,-0.000873
182.46,1.111141,1.732073,-12.974206,-0.038397,0.098611,-0.015708
182.48,0.588251,1.209183,-13.6605,-0.025307,0.13439,-0.001745
182.5,-0.490209,-1.993518,-13.497096,-0.076794,0.089884,0.006981
182.52,1.07846,-0.784335,-12.091829,-0.022689,0.109956,-0.006981
182.54,0.294126,-1.111141,-11.536259,-0.027925,0.083776,-0.000873
182.56,0.817016,1.209183,-12.843484,0.027053,0.092502,-0.008727
182.58,0.784335,1.56867,-12.15719,0.066323,0.081158,-0.01309
182.6,0.653612,-0.980419,-13.235651,0.077667,0.09163,-0.016581
182.62,1.209183,1.993518,-11.928427,0.146608,0.112574,-0.006981
182.64,0.849696,-2.287643,-13.497096,0.09163,0.090757,-0.027925
182.66,1.339905,2.026198,-12.418635,0.124791,0.097738,-0.020071
182.68,1.209183,-1.04578,-14.248751,0.057596,0.09163,-0.027053
182.7,1.666712,0.882377,-13.921944,0.074176,0.097738,-0.017453
182.72,1.013099,-1.993518,-15.196488,-0.010472,0.103847,-0.033161
182.74,1.372586,0.849696,-13.104929,0.068941,0.10821,-0.021817
182.76,1.209183,-0.947738,-13.987306,-0.002618,0.081158,-0.021817
182.78,1.176502,1.405267,-13.921944,0.087266,0.109083,-0.012217
182.8,1.07846,-0.817016,-12.549358,0.029671,0.094248,-0.016581
182.82,0.849696,-0.915057,-13.562457,0.041888,0.107338,-0.008727
182.84,1.143822,0.228764,-11.928427,-0.057596,0.09512,-0.021817
182.86,1.04578,-0.817016,-11.666982,0.008727,0.09512,-0.007854
182.88,0.718974,-0.653612,-13.399055,-0.036652,0.100356,-0.023562
182.9,1.241864,0.359487,-11.405537,0.056723,0.10821,-0.004363
182.92,1.04578,-1.143822,-12.222552,-0.036652,0.068941,-0.015708
182.94,0.751654,-1.013099,-12.810803,0.019199,0.080285,-0.000873
182.96,1.209183,0.032681,-11.438217,-0.045379,0.085521,-0.010472
182.98,0.784335,-0.947738,-10.294395,-0.032289,0.075922,0.003491
183,1.07846,-0.130722,-9.902227,-0.132645,0.063705,0.000873
183.02,0.849696,0.784335,-9.313976,-0.116937,0.084648,-0.000873
183.04,0.849696,-1.470628,-9.052532,-0.149226,0.072431,-0.003491
183.06,0.784335,-0.555571,-10.065631,-0.060214,0.09512,0.007854
183.08,0.751654,0.915057,-10.392437,-0.077667,0.100356,0.003491
183.1,1.209183,0.130722,-10.359756,0.027053,0.109956,0.020944
183.12,0.588251,-1.437947,-11.993788,-0.015708,0.109956,0.022689
183.14,1.241864,1.143822,-10.425117,0.094248,0.146608,0.034034
183.16,1.666712,0.817016,-11.013369,0.074176,0.129154,0.025307
183.18,1.111141,-0.359487,-11.895745,0.168424,0.145735,0.035779
183.2,0.915057,0.130722,-12.026468,0.109956,0.122173,0.02618
183.22,1.176502,0.032681,-10.425117,0.171915,0.112574,0.030543
183.24,1.405267,-1.307225,-11.732343,0.071558,0.087266,0.016581
183.26,1.339905,1.04578,-11.372856,0.067195,0.09512,0.035779
183.28,1.241864,-0.784335,-11.503578,-0.013963,0.090757,0.018326
183.3,1.437947,0.228764,-11.699662,0.030543,0.099484,0.011345
183.32,1.405267,0.163403,-13.333693,-0.011345,0.090757,0.005236
183.34,0.980419,1.07846,-12.549358,0.058469,0.095993,0.025307
183.36,1.470628,0.980419,-12.778122,0.006109,0.089884,-0.003491
183.38,1.339905,0.457529,-11.209453,0.054105,0.074176,0.025307
183.4,0.849696,0.196084,-11.863065,0.043633,0.074176,0.006109
183.42,0.686293,0.359487,-10.784605,0.101229,0.073304,0.034907
183.44,0.686293,-0.882377,-12.320594,0.020071,0.103847,0.020071
183.46,0.849696,-1.437947,-10.980688,-0.015708,0.084648,0.025307
183.48,0.915057,-1.993518,-13.333693,-0.061959,0.120428,0.020944
183.5,1.209183,-0.718974,-11.470898,-0.038397,0.075922,0.031416
183.52,0.915057,-0.228764,-13.268332,-0.03927,0.10472,0.023562
183.54,0.817016,0.392167,-11.961107,-0.008727,0.090757,0.020071
183.56,0.817016,0.065361,-12.418635,0.035779,0.101229,0.024435
183.58,1.241864,0.065361,-11.732343,0.012217,0.088139,0.015708
183.6,1.307225,-0.032681,-10.03295,0.029671,0.056723,0.023562
183.62,0.392167,-0.686293,-10.588521,0.017453,0.072431,0.012217
183.64,0.620932,0.392167,-8.889129,0.055851,0.053233,0.019199
183.66,1.209183,1.372586,-10.588521,0.020071,0.098611,0.006981
183.68,1.04578,1.307225,-8.95449,-0.011345,0.069813,0.020071
183.7,1.013099,0.52289,-10.653882,-0.098611,0.080285,-0.000873
183.72,0.915057,-0.098042,-8.98717,-0.096866,0.056723,0.009599
183.74,0.882377,-1.405267,-11.60162,-0.112574,0.086394,0.004363
183.76,1.013099,-0.915057,-11.438217,-0.115192,0.083776,0.002618
183.78,1.07846,-0.686293,-12.778122,-0.08203,0.09163,-0.009599
183.8,1.339905,0.555571,-12.026468,-0.103847,0.094248,-0.009599
183.82,1.176502,0.424848,-10.751924,-0.059341,0.097738,0.002618
183.84,0.817016,0.163403,-10.261715,-0.066323,0.099484,-0.006981
183.86,1.07846,0.065361,-9.706144,-0.022689,0.083776,-0.001745
183.88,1.143822,-0.457529,-10.261715,-0.066323,0.102102,-0.020944
183.9,0.555571,-0.065361,-8.98717,-0.061087,0.081158,-0.016581
183.92,0.52289,0.424848,-10.948008,-0.075922,0.106465,-0.028798
