time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
385.68,0.359487,1.503309,-10.784605,0.083776,0.09163,-0.048869
385.7,0.196084,-0.294126,-10.55584,0.156207,0.125664,-0.053233
385.72,0.849696,2.516408,-10.980688,0.187623,0.102102,-0.055851
385.74,1.176502,-0.130722,-9.47738,0.230383,0.145735,-0.056723
385.76,0.686293,1.04578,-12.712761,0.288852,0.137008,-0.064577
385.78,1.372586,-0.653612,-13.431735,0.244346,0.138754,-0.086394
385.8,-0.261445,-0.228764,-16.503714,0.262672,0.175406,-0.085521
385.82,0.784335,-0.882377,-11.699662,0.195477,0.136136,-0.082903
385.84,0.718974,-0.686293,-11.111411,0.225147,0.155334,-0.092502
385.86,0.849696,0.359487,-10.261715,0.198968,0.110828,-0.079412
385.88,1.209183,-1.634031,-10.392437,0.111701,0.153589,-0.074176
385.9,0.032681,-1.04578,-12.908845,0.069813,0.177151,-0.056723
385.92,1.07846,0.163403,-12.843484,-0.047997,0.125664,-0.040143
385.94,0.588251,-2.679811,-12.876164,-0.009599,0.189368,-0.030543
385.96,0.784335,-1.503309,-11.536259,-0.085521,0.143117,-0.004363
385.98,0.980419,-0.980419,-12.451316,-0.190241,0.18326,-0.010472
386,1.470628,0.882377,-15.588655,-0.230383,0.197222,0.013963
386.02,1.634031,-1.60135,-14.281431,-0.308051,0.185878,0.009599
386.04,1.307225,-2.679811,-17.549494,-0.286234,0.21293,0.02618
386.06,1.535989,-0.686293,-14.640918,-0.319395,0.169297,0.054978
386.08,1.274544,0.065361,-15.065765,-0.263545,0.184132,0.061959
386.1,0.653612,-1.307225,-12.745441,-0.231256,0.126536,0.087266
386.12,1.143822,-1.732073,-13.69318,-0.193732,0.129154,0.111701
386.14,1.503309,-0.294126,-14.837002,-0.122173,0.113446,0.131772
386.16,1.470628,-0.424848,-14.837002,-0.099484,0.102974,0.150098
386.18,1.339905,-1.274544,-13.529777,0.044506,0.118682,0.171042
386.2,1.07846,0.130722,-10.882647,0.07854,0.047997,0.207694
386.22,0.588251,0.228764,-11.797704,0.237365,0.090757,0.213803
386.24,0.326806,0.457529,-11.111411,0.296706,0.077667,0.236492
386.26,1.470628,-1.04578,-10.55584,0.238237,0.118682,0.228638
386.28,1.339905,-1.764753,-13.725861,0.169297,0.125664,0.21293
386.3,1.470628,-0.130722,-14.412153,0.013963,0.071558,0.203331
386.32,0.751654,0.718974,-13.529777,0.017453,0.097738,0.187623
386.34,0.751654,1.797434,-11.144092,-0.042761,0.041888,0.198095
386.36,0.326806,-0.620932,-11.209453,0.041888,0.069813,0.191986
386.38,0.980419,-0.032681,-9.640783,0.045379,0.032289,0.192859
386.4,1.60135,0.980419,-8.856448,0.047124,0.048869,0.17017
386.42,1.60135,1.274544,-8.921809,0.102102,0.060214,0.174533
386.44,0.947738,0.849696,-10.653882,0.123046,0.05236,0.153589
386.46,1.111141,0.490209,-10.52316,0.222529,0.096866,0.132645
386.48,1.339905,0.555571,-9.706144,0.231256,0.072431,0.116064
386.5,0.555571,1.176502,-9.412019,0.36041,0.111701,0.085521
386.52,1.111141,0.392167,-7.90871,0.388336,0.064577,0.064577
386.54,0.849696,1.111141,-8.856448,0.432842,0.094248,0.045379
386.56,0.490209,-0.588251,-8.4316,0.311541,0.082903,0.029671
386.58,0.751654,1.960837,-10.163672,0.275762,0.105592,0.028798
386.6,1.111141,-0.163403,-8.202836,0.164934,0.073304,0.01309
386.62,0.980419,1.176502,-8.758406,0.177151,0.085521,-0.003491
386.64,0.52289,0.817016,-8.104794,0.133518,0.047124,-0.017453
386.66,0.947738,0.817016,-8.823768,0.152716,0.057596,-0.034907
386.68,0.718974,1.405267,-8.529642,0.114319,0.036652,-0.028798
386.7,0.882377,0.098042,-10.130992,0.1309,0.080285,-0.059341
386.72,1.07846,2.189601,-8.98717,0.142244,0.044506,-0.06545
386.74,0.588251,-1.307225,-10.588521,0.187623,0.059341,-0.086394
386.76,1.143822,1.07846,-9.51006,0.212058,0.047124,-0.075049
386.78,0.718974,-0.980419,-11.699662,0.238237,0.043633,-0.073304
386.8,1.56867,1.666712,-9.281296,0.20944,0.029671,-0.080285
386.82,1.699392,-0.032681,-11.111411,0.101229,0.010472,-0.092502
386.84,1.470628,0.849696,-10.849966,0.031416,0.009599,-0.093375
386.86,1.895476,0.065361,-10.751924,-0.13439,0.018326,-0.110828
386.88,1.60135,0.620932,-9.771505,-0.244346,0.007854,-0.102102
386.9,1.862795,-0.915057,-9.967589,-0.394444,-0.008727,-0.137008
386.92,1.928157,0.620932,-10.294395,-0.472112,0.020071,-0.142244
386.94,2.12424,-0.490209,-11.634301,-0.630937,-0.008727,-0.158825
386.96,1.993518,0.457529,-10.52316,-0.608247,0.017453,-0.150971
386.98,1.830115,0.915057,-9.934909,-0.628319,-0.021817,-0.136136
387,1.666712,-1.209183,-12.287913,-0.583813,-0.016581,-0.122173
387.02,2.026198,-0.817016,-9.673464,-0.688532,-0.054105,-0.101229
387.04,1.241864,0,-11.60162,-0.66148,-0.002618,-0.082903
387.06,1.405267,-1.013099,-10.686563,-0.663225,-0.059341,-0.051487
387.08,1.111141,-0.588251,-11.078731,-0.64839,-0.030543,-0.02618
387.1,1.176502,-0.098042,-10.55584,-0.710349,-0.060214,-0.005236
387.12,1.437947,-2.483727,-12.385955,-0.67457,-0.006981,0.012217
387.14,1.307225,0.163403,-11.863065,-0.66497,-0.022689,0.030543
387.16,1.013099,-1.666712,-11.732343,-0.599521,-0.008727,0.038397
387.18,1.209183,0.784335,-10.130992,-0.536689,-0.053233,0.055851
387.2,0.620932,-0.751654,-10.588521,-0.507018,-0.047124,0.068068
387.22,0.751654,-0.653612,-8.006752,-0.513999,-0.059341,0.075922
387.24,0.653612,0.424848,-7.90871,-0.501782,-0.064577,0.070686
387.26,0.653612,0.196084,-6.209318,-0.444186,-0.064577,0.077667
387.28,0.817016,-0.294126,-5.621067,-0.437205,-0.063705,0.05236
387.3,0.490209,-0.098042,-5.817151,-0.382227,-0.047997,0.058469
387.32,0.718974,0.424848,-4.836732,-0.35692,-0.046251,0.056723
387.34,0.52289,0.882377,-5.098177,-0.323759,-0.023562,0.05236
387.36,0.882377,1.437947,-5.000135,-0.301942,-0.031416,0.03927
387.38,0.620932,0.980419,-5.751789,-0.182387,-0.008727,0.030543
387.4,1.04578,0.163403,-6.013234,-0.204204,0.006981,0.020071
387.42,0.718974,1.503309,-6.372721,-0.113446,0.034907,0.027925
387.44,1.143822,0.196084,-6.405402,-0.137008,-0.000873,0.020071
387.46,0.686293,0.947738,-7.745307,-0.096866,0.024435,0.000873
387.48,1.241864,-0.915057,-6.797569,-0.13439,0,-0.014835
387.5,1.013099,1.372586,-8.137474,-0.063705,0.021817,-0.009599
387.52,0.980419,-1.307225,-8.235517,-0.123918,0.014835,-0.014835
387.54,1.07846,0.326806,-9.608102,-0.067195,0.035779,-0.006981
387.56,0.980419,-0.359487,-9.771505,-0.071558,0.01309,-0.027053
387.58,1.111141,0.653612,-9.869547,0.036652,0.036652,-0.035779
387.6,1.013099,-0.392167,-9.379338,-0.006109,0.010472,-0.030543
387.62,1.111141,0.424848,-9.640783,0.051487,0.036652,-0.034034
387.64,1.372586,-0.032681,-8.856448,0.01309,0.005236,-0.041888
387.66,1.241864,0.980419,-9.804186,0.085521,0.028798,-0.036652
387.68,1.470628,0.196084,-9.183254,0.031416,-0.009599,-0.040143
387.7,1.209183,1.176502,-9.836866,0.047997,0.025307,-0.061959
387.72,1.111141,0.947738,-8.758406,-0.019199,0.000873,-0.046251
387.74,1.470628,-0.032681,-9.836866,0.041888,0.031416,-0.061959
387.76,1.503309,0.555571,-9.575421,0.010472,0.013963,-0.058469
387.78,1.07846,0.392167,-10.229034,0.045379,0.03927,-0.077667
387.8,1.437947,0.980419,-9.346658,0.008727,0.022689,-0.093375
387.82,1.339905,0.947738,-10.359756,0.062832,0.035779,-0.086394
387.84,1.60135,0.947738,-10.948008,0.059341,0.041015,-0.098611
387.86,1.764753,0.620932,-9.934909,0.16057,0.038397,-0.088139
387.88,1.797434,-0.326806,-8.921809,0.1309,0.035779,-0.100356
387.9,2.189601,0.392167,-8.104794,0.218166,0.01309,-0.085521
387.92,2.189601,0.588251,-9.444699,0.251327,0.042761,-0.103847
387.94,2.254963,3.006617,-8.137474,0.320268,0.032289,-0.080285
387.96,1.405267,-0.261445,-10.948008,0.253945,0.063705,-0.10472
387.98,1.241864,-0.392167,-9.836866,0.241728,0.032289,-0.093375
388,1.241864,-0.620932,-13.137609,0.245219,0.045379,-0.11781
388.02,2.026198,-0.359487,-11.60162,0.253073,0.029671,-0.113446
388.04,1.797434,-0.163403,-11.209453,0.27838,0.043633,-0.103847
388.06,2.353005,0.817016,-10.915327,0.266163,0.041015,-0.118682
388.08,1.470628,0.196084,-8.595003,0.255691,0.012217,-0.109083
388.1,1.372586,-0.065361,-11.863065,0.14399,0.051487,-0.122173
388.12,1.503309,0.228764,-10.621202,0.073304,0.022689,-0.135263
388.14,2.254963,-0.326806,-13.039567,-0.033161,0.03927,-0.137008
388.16,2.516408,0.392167,-10.392437,-0.119555,0.043633,-0.151844
388.18,2.156921,-0.424848,-9.673464,-0.105592,0.002618,-0.126536
388.2,1.928157,-0.392167,-11.765023,-0.15708,0.017453,-0.138754
388.22,1.797434,-0.359487,-10.098311,-0.129154,-0.016581,-0.126536
388.24,2.09156,-1.07846,-10.784605,-0.043633,-0.016581,-0.122173
388.26,1.862795,0.392167,-8.660364,-0.001745,-0.016581,-0.116064
388.28,1.56867,-0.392167,-6.83025,-0.023562,-0.025307,-0.102102
388.3,1.732073,-1.176502,-10.261715,-0.071558,0.015708,-0.110828
388.32,2.026198,-0.686293,-8.791087,-0.075922,-0.01309,-0.086394
388.34,1.634031,-0.882377,-9.836866,-0.041888,0,-0.089012
388.36,1.862795,0.326806,-7.876029,-0.022689,0.006109,-0.072431
388.38,1.470628,-0.098042,-8.398919,0.048869,-0.013963,-0.056723
388.4,1.437947,-0.065361,-10.653882,0.096866,0.018326,-0.060214
388.42,1.993518,-0.261445,-9.47738,0.131772,0.014835,-0.037525
388.44,1.797434,-0.490209,-11.274814,0.144862,0.035779,-0.05236
388.46,2.12424,-0.718974,-10.686563,0.18326,0.029671,-0.047997
388.48,1.437947,-0.457529,-9.869547,0.238237,-0.004363,-0.011345
388.5,1.470628,-0.784335,-13.987306,0.267908,0.038397,-0.007854
388.52,2.189601,-1.07846,-11.961107,0.276635,0.024435,-0.011345
388.54,2.156921,-0.228764,-12.908845,0.231256,0.027925,-0.005236
388.56,1.862795,-0.490209,-10.196354,0.137008,0.028798,-0.006981
388.58,1.437947,-0.424848,-9.281296,0.062832,-0.011345,-0.000873
388.6,2.353005,0.098042,-13.366374,-0.033161,0.033161,-0.019199
388.62,1.830115,-1.634031,-11.242133,-0.113446,0.005236,-0.027053
388.64,2.09156,-0.588251,-9.608102,-0.163188,-0.025307,-0.016581
388.66,1.699392,-0.163403,-11.242133,-0.217293,-0.010472,-0.025307
388.68,1.535989,-1.143822,-10.098311,-0.221657,-0.041015,0.010472
388.7,2.156921,-0.326806,-12.255233,-0.263545,-0.032289,-0.017453
388.72,1.993518,-1.209183,-9.313976,-0.268781,-0.05236,-0.012217
388.74,2.189601,0.392167,-7.353139,-0.237365,-0.09163,0.007854
388.76,1.764753,-0.686293,-9.575421,-0.237365,-0.059341,-0.010472
388.78,1.732073,-1.07846,-8.202836,-0.159698,-0.084648,-0.004363
388.8,1.928157,-0.52289,-8.725725,-0.115192,-0.095993,0.009599
388.82,1.372586,-0.849696,-6.536124,-0.103847,-0.077667,0.005236
388.84,1.732073,0.261445,-6.241998,-0.009599,-0.085521,0.046251
388.86,2.026198,0.196084,-9.313976,0.048869,-0.038397,0.032289
388.88,1.993518,-0.261445,-6.86293,0.094248,-0.051487,0.044506
388.9,1.764753,-0.196084,-5.78447,0.102102,-0.053233,0.038397
388.92,1.307225,-0.228764,-5.882512,0.070686,-0.045379,0.027925
388.94,1.307225,-0.196084,-6.078595,0.112574,-0.064577,0.047124
388.96,1.666712,-0.588251,-8.791087,0.102102,-0.018326,0.031416
388.98,1.764753,-0.588251,-7.222417,0.101229,-0.020071,0.043633
389,1.666712,-0.359487,-6.666846,0.116064,-0.020071,0.038397
389.02,1.470628,-0.261445,-8.921809,0.063705,0.014835,0.036652
389.04,2.09156,-0.849696,-7.418501,0.097738,0.005236,0.060214
389.06,2.254963,0.457529,-9.706144,0.180642,0.01309,0.040143
389.08,1.895476,-0.424848,-9.281296,0.246091,0.015708,0.05236
389.1,1.241864,-0.52289,-8.039433,0.308051,-0.016581,0.047124
389.12,1.634031,0.457529,-11.438217,0.299324,0.034034,0.027925
389.14,1.928157,-0.620932,-9.313976,0.322013,-0.006109,0.034034
389.16,2.418366,0.392167,-8.921809,0.375246,-0.004363,0.030543
389.18,1.797434,0,-9.575421,0.367392,-0.004363,0.01309
389.2,1.470628,-0.228764,-7.941391,0.368264,-0.023562,0.021817
389.22,1.732073,-0.52289,-10.686563,0.347321,0.001745,-0.000873
389.24,1.895476,-0.196084,-8.98717,0.268781,-0.012217,-0.01309
389.26,2.09156,0.392167,-7.876029,0.22602,-0.031416,-0.000873
389.28,1.274544,-0.817016,-10.882647,0.181514,-0.018326,-0.018326
389.3,1.993518,-0.294126,-8.627684,0.164934,-0.015708,-0.001745
389.32,2.058879,0.490209,-11.961107,0.19635,-0.004363,-0.024435
389.34,2.287643,0.392167,-8.95449,0.237365,-0.020071,-0.030543
389.36,1.60135,-0.817016,-8.039433,0.302815,-0.030543,0.001745
389.38,1.830115,-0.424848,-10.915327,0.348193,0.01309,-0.031416
389.4,2.09156,-0.555571,-9.869547,0.389208,-0.009599,-0.034034
389.42,1.862795,-0.52289,-10.392437,0.410152,-0.013963,-0.034907
389.44,1.732073,-0.457529,-12.15719,0.36041,-0.013963,-0.037525
389.46,1.437947,-1.732073,-11.176772,0.283616,-0.015708,-0.030543
389.48,2.712492,-0.326806,-13.6605,0.241728,0.012217,-0.02618
389.5,2.156921,-1.764753,-11.470898,0.207694,-0.022689,-0.014835
389.52,2.516408,-0.457529,-10.52316,0.171042,-0.038397,0.001745
389.54,1.339905,-2.222282,-12.451316,0.114319,-0.014835,-0.009599
389.56,1.437947,-2.189601,-12.483996,0.111701,-0.046251,0.030543
389.58,2.418366,-0.620932,-12.287913,0.127409,-0.011345,0.020071
389.6,1.764753,-1.013099,-9.902227,0.109956,-0.011345,0.041888
389.62,1.339905,-0.130722,-9.313976,0.143117,-0.028798,0.074176
389.64,1.797434,0.163403,-11.895745,0.178896,0.041888,0.07854
389.66,2.287643,-1.372586,-9.085213,0.205949,0.017453,0.10472
389.68,1.830115,-0.980419,-7.647265,0.178896,0.029671,0.120428
389.7,1.437947,0.326806,-10.52316,0.165806,0.070686,0.120428
389.72,1.535989,-1.470628,-9.183254,0.138754,0.057596,0.158825
389.74,1.960837,0.490209,-9.215935,0.103847,0.05236,0.138754
389.76,1.797434,0.686293,-9.771505,0.056723,0.064577,0.142244
389.78,2.026198,-1.209183,-9.608102,0.05236,0.057596,0.189368
389.8,2.385685,-0.588251,-10.980688,0.083776,0.062832,0.172788
389.82,1.274544,-0.784335,-8.660364,0.111701,0.060214,0.195477
389.84,1.04578,-3.529507,-10.00027,0.126536,0.054978,0.211185
389.86,2.843214,1.307225,-10.882647,0.169297,0.083776,0.185878
389.88,1.960837,0.196084,-10.294395,0.142244,0.09512,0.204204
389.9,2.222282,-1.928157,-10.52316,0.113446,0.090757,0.238237
389.92,2.549088,1.111141,-11.928427,0.089012,0.113446,0.205076
389.94,1.895476,-0.52289,-10.55584,0.034907,0.110828,0.200713
389.96,2.287643,-1.07846,-10.294395,0.047124,0.089012,0.202458
389.98,2.61445,0.947738,-11.928427,0.105592,0.092502,0.179769
390,1.699392,0.294126,-9.934909,0.135263,0.102102,0.174533
390.02,1.830115,-0.947738,-8.300878,0.122173,0.080285,0.188496
390.04,2.189601,1.470628,-8.562323,0.11781,0.099484,0.179769
390.06,1.60135,0.294126,-8.562323,0.175406,0.112574,0.161443
390.08,1.307225,-0.882377,-4.509925,0.177151,0.096866,0.152716
390.1,1.732073,-0.032681,-6.013234,0.20944,0.083776,0.150098
390.12,1.634031,-0.163403,-8.4316,0.263545,0.128282,0.133518
390.14,1.699392,-0.718974,-8.333558,0.315905,0.123918,0.1309
390.16,2.320324,0.392167,-9.052532,0.380482,0.136136,0.1213
390.18,2.516408,2.254963,-12.974206,0.507891,0.184132,0.084648
390.2,2.549088,0.457529,-11.961107,0.632682,0.159698,0.074176
390.22,2.581769,1.111141,-11.372856,0.718203,0.150971,0.059341
390.24,2.418366,1.176502,-14.248751,0.808087,0.18326,0.048869
390.26,2.254963,-1.699392,-11.568939,0.873537,0.143117,0.043633
390.28,2.026198,-1.241864,-11.666982,0.914553,0.088139,0.061087
390.3,2.810533,-0.065361,-13.987306,0.895354,0.131772,0.044506
390.32,2.516408,-0.947738,-13.268332,0.844739,0.125664,0.02618
390.34,2.058879,-1.07846,-11.274814,0.78278,0.095993,0.028798
390.36,2.549088,0.686293,-12.712761,0.779289,0.109083,0.012217
390.38,1.830115,-1.895476,-9.673464,0.7662,0.089884,0.029671
390.4,1.960837,-2.353005,-10.849966,0.7566,0.070686,0.055851
390.42,2.451046,0.098042,-11.699662,0.804597,0.131772,0.053233
390.44,1.895476,-0.653612,-10.163672,0.829031,0.126536,0.060214
390.46,1.993518,-2.320324,-8.921809,0.755728,0.096866,0.093375
390.48,2.777853,0.228764,-8.693045,0.66148,0.109956,0.07854
390.5,1.503309,-0.294126,-7.647265,0.550651,0.120428,0.086394
390.52,2.026198,-1.960837,-6.438082,0.480838,0.093375,0.105592
390.54,2.451046,0.686293,-8.856448,0.458149,0.132645,0.111701
390.56,1.732073,-0.163403,-8.595003,0.484329,0.179769,0.109083
390.58,2.222282,-1.960837,-10.425117,0.595157,0.203331,0.126536
390.6,2.679811,0.751654,-13.104929,0.75311,0.222529,0.119555
390.62,2.156921,-0.52289,-13.464416,0.781907,0.260054,0.135263
390.64,2.549088,-2.908575,-14.314112,0.726057,0.263545,0.156207
390.66,3.104659,0.849696,-16.209587,0.703368,0.272271,0.142244
390.68,2.61445,-1.405267,-17.843618,0.592539,0.275762,0.13439
390.7,2.581769,-2.418366,-14.738959,0.464258,0.235619,0.171915
390.72,3.039298,-0.392167,-13.725861,0.398808,0.221657,0.172788
390.74,2.09156,-0.947738,-15.229169,0.351684,0.23911,0.184132
390.76,2.058879,-1.241864,-14.281431,0.42586,0.254818,0.227765
390.78,3.268062,-0.653612,-13.137609,0.39619,0.274017,0.238237
390.8,2.679811,0.751654,-15.980824,0.340339,0.310669,0.230383
390.82,2.581769,-1.111141,-12.908845,0.318523,0.301069,0.241728
390.84,2.516408,0.424848,-12.843484,0.323759,0.280125,0.2522
390.86,2.712492,-0.065361,-16.569075,0.363028,0.319395,0.253945
390.88,2.320324,-1.699392,-14.738959,0.40928,0.320268,0.244346
390.9,2.156921,-1.699392,-14.248751,0.417134,0.287979,0.260054
390.92,2.353005,1.07846,-17.712896,0.426733,0.334231,0.253073
390.94,2.679811,-1.07846,-15.131127,0.403171,0.307178,0.255691
390.96,2.058879,-1.699392,-15.654017,0.424988,0.273144,0.274889
390.98,3.13734,1.111141,-18.922079,0.445932,0.322886,0.248709
391,2.451046,-0.751654,-16.667116,0.413643,0.324631,0.247837
391.02,2.64713,-0.915057,-15.490614,0.344703,0.298451,0.260054
391.04,2.61445,0.653612,-16.013504,0.292343,0.300197,0.228638
391.06,2.549088,1.143822,-15.065765,0.254818,0.311541,0.201586
391.08,1.535989,-1.993518,-14.379473,0.271399,0.294088,0.253945
391.1,3.006617,0.784335,-13.235651,0.303687,0.300197,0.21293
391.12,2.222282,0.359487,-15.686698,0.295833,0.344703,0.198968
391.14,2.483727,-1.862795,-14.052667,0.270526,0.316777,0.190241
391.16,2.549088,0.261445,-12.68008,0.213803,0.315905,0.197222
391.18,2.09156,0.817016,-15.850101,0.171915,0.375246,0.178896
391.2,2.712492,-1.862795,-12.6474,0.114319,0.349939,0.166679
391.22,1.60135,-0.490209,-11.993788,0.098611,0.306305,0.202458
391.24,2.61445,0.620932,-15.000404,0.114319,0.3735,0.178896
391.26,2.581769,-0.718974,-12.876164,0.079412,0.363901,0.16057
391.28,1.960837,-1.634031,-11.666982,0.01309,0.352556,0.180642
391.3,2.941256,1.143822,-13.6605,-0.047124,0.370882,0.175406
391.32,2.254963,-1.895476,-13.921944,-0.153589,0.3831,0.156207
391.34,1.895476,-2.777853,-12.549358,-0.230383,0.348193,0.181514
391.36,2.810533,1.07846,-13.202971,-0.301069,0.358665,0.159698
391.38,2.058879,0.424848,-15.490614,-0.372628,0.378736,0.162316
391.4,2.09156,-2.810533,-12.287913,-0.371755,0.334231,0.184132
391.42,3.202701,1.797434,-11.699662,-0.383972,0.347321,0.172788
391.44,1.666712,-1.013099,-15.621336,-0.357792,0.385718,0.174533
391.46,2.843214,-0.555571,-13.137609,-0.334231,0.348193,0.17017
391.48,2.09156,-1.372586,-12.712761,-0.301942,0.340339,0.18675
391.5,2.712492,-0.098042,-15.555975,-0.305433,0.394444,0.162316
391.52,2.451046,-0.849696,-13.072248,-0.298451,0.377864,0.171915
391.54,2.516408,-0.326806,-12.222552,-0.308051,0.362156,0.185878
391.56,2.843214,-0.228764,-15.29453,-0.359538,0.402298,0.165806
391.58,2.058879,-2.222282,-13.987306,-0.466003,0.377864,0.162316
391.6,2.156921,-2.679811,-13.301012,-0.56985,0.349066,0.18326
391.62,2.941256,-0.424848,-15.196488,-0.583813,0.369137,0.161443
391.64,2.418366,-2.353005,-13.791222,-0.6353,0.337721,0.165806
391.66,2.189601,-3.071978,-13.856583,-0.696386,0.326377,0.191986
391.68,3.104659,-0.620932,-15.425253,-0.715585,0.342085,0.162316
391.7,2.418366,-1.143822,-15.29453,-0.754855,0.339467,0.175406
391.72,2.777853,-0.915057,-14.314112,-0.816814,0.315905,0.191114
391.74,3.464146,0.751654,-16.046185,-0.856957,0.319395,0.171042
391.76,1.960837,-1.04578,-16.797838,-0.923279,0.30456,0.176278
391.78,2.810533,-2.64713,-15.033085,-0.991347,0.280125,0.185005
391.8,3.562188,1.07846,-17.516811,-1.029744,0.285361,0.17366
391.82,3.202701,1.04578,-19.412289,-1.081231,0.310669,0.16057
391.84,3.496826,-3.268062,-17.876299,-1.1397,0.273144,0.203331
391.86,3.333423,1.470628,-16.307629,-1.140573,0.251327,0.150098
391.88,3.300743,-0.326806,-19.673733,-1.19206,0.268781,0.132645
391.9,3.13734,-4.019716,-18.791357,-1.115265,0.22602,0.165806
391.92,3.202701,0.947738,-15.261849,-1.014036,0.193732,0.175406
391.94,2.418366,-0.686293,-16.536394,-0.892736,0.206822,0.19984
391.96,2.385685,-0.784335,-10.719243,-0.788889,0.140499,0.205949
391.98,2.12424,-0.196084,-9.248615,-0.715585,0.116937,0.213803
392,1.895476,-0.228764,-11.961107,-0.702495,0.18326,0.18326
392.02,2.712492,-0.718974,-9.542741,-0.681551,0.185005,0.18326
392.04,2.12424,0.424848,-9.869547,-0.62221,0.187623,0.20944
392.06,2.09156,-0.980419,-13.104929,-0.571595,0.255691,0.180642
392.08,2.12424,-2.287643,-11.372856,-0.568977,0.232129,0.19984
392.1,2.320324,-0.424848,-11.144092,-0.486947,0.229511,0.220784
392.12,2.908575,1.143822,-13.725861,-0.414516,0.267908,0.204204
392.14,2.483727,-0.784335,-12.287913,-0.357792,0.251327,0.206822
392.16,2.222282,-1.470628,-10.849966,-0.311541,0.228638,0.22602
392.18,2.875895,0.980419,-14.542876,-0.285361,0.271399,0.198095
392.2,2.973936,0.228764,-12.941525,-0.302815,0.260927,0.192859
392.22,2.189601,-1.437947,-12.287913,-0.342085,0.234747,0.205076
392.24,3.17002,1.209183,-15.098447,-0.378736,0.26529,0.178024
392.26,2.712492,0,-14.052667,-0.370882,0.264417,0.171042
392.28,2.09156,-1.862795,-12.68008,-0.391826,0.240855,0.188496
392.3,3.104659,1.60135,-14.314112,-0.338594,0.254818,0.174533
392.32,2.777853,1.862795,-13.399055,-0.269653,0.251327,0.168424
392.34,2.189601,0.457529,-11.307494,-0.198095,0.228638,0.180642
392.36,3.235381,2.745172,-13.333693,-0.151844,0.248709,0.166679
392.38,2.451046,2.516408,-13.921944,-0.089012,0.281871,0.151844
392.4,2.581769,-0.392167,-12.189871,-0.018326,0.270526,0.164934
392.42,2.973936,0.915057,-14.183389,0.017453,0.260054,0.142244
392.44,2.353005,0.294126,-16.601755,0.042761,0.287979,0.137008
392.46,3.006617,-1.307225,-14.804321,0.049742,0.260927,0.137008
392.48,3.660229,0.490209,-14.248751,0.070686,0.237365,0.125664
392.5,2.61445,1.895476,-17.810938,0.080285,0.284489,0.131772
392.52,3.366104,-1.143822,-15.980824,0.174533,0.259181,0.132645
392.54,3.235381,0.817016,-14.379473,0.255691,0.224275,0.113446
392.56,2.843214,1.634031,-16.111546,0.308923,0.246091,0.097738
392.58,2.843214,-1.143822,-14.640918,0.356047,0.22602,0.097738
392.6,2.64713,0.163403,-12.549358,0.308051,0.201586,0.089884
392.62,2.254963,0.294126,-12.12451,0.274889,0.223402,0.067195
392.64,2.61445,-0.392167,-12.12451,0.293215,0.176278,0.049742
392.66,3.17002,0.588251,-11.242133,0.352556,0.164061,0.047997
392.68,3.071978,0.980419,-15.131127,0.428478,0.223402,0.040143
392.7,3.13734,-0.588251,-14.346792,0.469494,0.198095,0.036652
392.72,2.679811,-0.228764,-11.536259,0.454658,0.161443,0.031416
392.74,3.104659,0.163403,-16.340309,0.424115,0.19984,0.008727
392.76,3.104659,-1.111141,-17.778257,0.358665,0.178024,0.022689
392.78,3.954355,0.52289,-14.052667,0.205076,0.164061,0.020071
392.8,3.398784,1.209183,-15.098447,0.122173,0.191986,0.027053
392.82,2.483727,-0.359487,-13.856583,0.020944,0.140499,0.048869
392.84,3.202701,0.228764,-11.340175,-0.020944,0.093375,0.051487
392.86,2.516408,1.176502,-13.333693,-0.019199,0.157952,0.034907
392.88,2.64713,-0.392167,-11.666982,0.014835,0.135263,0.015708
392.9,2.64713,-0.065361,-10.457798,0.034907,0.109956,0.032289
392.92,2.64713,0.947738,-14.673598,0.054978,0.164061,0.012217
392.94,2.941256,-0.555571,-11.634301,0.062832,0.151844,-0.017453
392.96,2.451046,-0.52289,-10.719243,0.061087,0.126536,0.010472
392.98,2.875895,1.07846,-13.627818,0.023562,0.158825,0.003491
393,2.516408,-0.751654,-12.189871,-0.006981,0.151844,-0.011345
393.02,2.156921,-0.751654,-10.457798,0.002618,0.118682,0.023562
393.04,2.64713,0.359487,-11.961107,0.027053,0.137881,0.000873
393.06,2.483727,-0.588251,-11.405537,0.033161,0.14748,0.012217
393.08,2.254963,-1.176502,-9.608102,0.027053,0.109956,0.019199
393.1,2.483727,0.032681,-11.046049,0.000873,0.141372,0.017453
393.12,2.385685,-0.882377,-10.098311,-0.02618,0.131772,0.030543
393.14,2.026198,-1.209183,-8.758406,-0.063705,0.105592,0.054978
393.16,3.104659,0.817016,-8.595003,-0.097738,0.139626,0.034907
393.18,2.516408,-0.163403,-9.117893,-0.11781,0.133518,0.045379
393.2,2.353005,-1.209183,-7.026333,-0.092502,0.110828,0.072431
393.22,2.712492,0.261445,-7.614584,-0.079412,0.135263,0.081158
393.24,2.058879,-0.817016,-9.085213,-0.077667,0.151844,0.084648
393.26,2.222282,-1.503309,-7.745307,-0.073304,0.133518,0.10472
393.28,2.810533,-0.261445,-7.581904,-0.040143,0.124791,0.111701
393.3,1.928157,-1.07846,-9.51006,-0.023562,0.150098,0.102974
393.32,2.09156,-2.09156,-7.516542,-0.013963,0.112574,0.129154
